,County,State,Homeless Pop,Population,Poverty Rate,Price_2018,Temp,Homeless Rate
465,wabash county,indiana,0.0,31848.0,12.537678975131877,96400.00004177641,37.4,0.0
466,vermillion county,indiana,0.0,15644.0,13.20634108923549,52099.99999653309,35.01,0.0
467,vigo county,indiana,428.0,107723.0,18.224520297429518,81800.00001281415,71.6,0.003973153365576525
468,union county,indiana,0.0,7225.0,8.069204152249135,77800.00001104067,34.0,0.0
469,vanderburgh county,indiana,1854.0,181831.0,17.327078440969913,112299.99996385637,72.0,0.010196281162178066
470,allamakee county,iowa,0.0,13940.0,11.119081779053085,115199.99997651976,69.8,0.0
471,black hawk county,iowa,197.0,132960.0,15.26173285198556,133099.9999361792,35.6,0.0014816486161251504
472,benton county,iowa,0.0,25646.0,8.508149419012712,140399.99999923955,71.01,0.0
473,boone county,iowa,0.0,26381.0,9.19601228156628,135399.99995723215,35.01,0.0
474,cherokee county,iowa,0.0,11577.0,11.28962598255161,90200.00003741098,37.0,0.0
475,buena vista county,iowa,0.0,20369.0,13.029603809710835,100700.0000194175,35.6,0.0
476,carroll county,iowa,0.0,20428.0,10.049931466614451,130199.99994130785,77.0,0.0
477,cass county,iowa,0.0,13327.0,14.782021460193592,88800.00003493771,33.8,0.0
478,cedar county,iowa,0.0,18368.0,5.357142857142857,152899.99997607686,59.0,0.0
479,cerro gordo county,iowa,182.0,43134.0,11.065516761719293,102600.000039039,37.4,0.004219409282700422
480,clay county,iowa,0.0,16387.0,11.466406297674986,118799.999985577,42.8,0.0
481,clinton county,iowa,204.0,47587.0,12.806018450417131,110000.0,42.01,0.004286885073654569
482,jasper county,iowa,44.0,36789.0,8.619424284432847,122100.00001808541,39.0,0.001196009676805567
483,johnson county,iowa,133.0,144425.0,16.635624026311234,211399.99993698104,33.01,0.0009208931971611563
484,linn county,iowa,486.0,220008.0,9.217846623759137,141100.0000581626,25.0,0.0022090105814334023
485,madison county,iowa,0.0,15720.0,7.201017811704834,168600.00002134175,32.0,0.0
486,marion county,iowa,0.0,33127.0,8.850786367615541,137900.00004606223,33.01,0.0
487,marshall county,iowa,55.0,40476.0,10.924992588200414,99400.00000385646,48.0,0.0013588299239055243
488,mills county,iowa,0.0,14933.0,9.00020089734146,154199.9999990816,37.4,0.0
489,montgomery county,iowa,0.0,10239.0,16.144154702607675,72299.99997283917,35.01,0.0
490,muscatine county,iowa,161.0,42923.0,10.348764065885423,137700.0000444936,68.0,0.003750902779395662
491,scott county,iowa,516.0,171493.0,12.020898812196416,153000.00007347175,37.99,0.003008869166671526
492,page county,iowa,0.0,15393.0,12.752549860326122,78400.0000014969,46.99,0.0
493,polk county,iowa,2457.0,467235.0,11.465322589275203,173499.9999607804,66.2,0.0052585957815660216
494,pottawattamie county,iowa,254.0,93287.0,10.924351731752548,123800.00002116401,32.0,0.0027227802373321042
495,poweshiek county,iowa,0.0,18428.0,9.642934664640764,139400.0000003678,32.0,0.0
496,warren county,iowa,0.0,48630.0,5.969566111453835,181100.00004680007,75.99,0.0
497,sioux county,iowa,0.0,34692.0,7.333102732618471,158500.00000699263,46.4,0.0
498,story county,iowa,336.0,95888.0,19.62915067578842,172099.9999694309,59.0,0.003504088102786584
499,wapello county,iowa,0.0,35321.0,16.596359106480563,72900.00003405198,59.0,0.0
500,woodbury county,iowa,415.0,102397.0,13.6420012305048,108600.0000177306,79.0,0.004052853110930984
501,washington county,iowa,0.0,22095.0,8.974881194840462,145500.00003126523,44.6,0.0
502,webster county,iowa,158.0,36945.0,14.99255650290973,81399.99999754479,66.2,0.004276627419136554
503,dallas county,iowa,75.0,80864.0,5.373219232291254,225800.00002809183,45.0,0.0009274831816383063
504,des moines county,iowa,0.0,39876.0,15.009027986758953,85999.99996451684,37.4,0.0
505,delaware county,iowa,0.0,17326.0,9.061526030243565,140800.00003611704,79.0,0.0
506,dickinson county,iowa,36.0,17000.0,7.976470588235294,216499.999997069,32.0,0.0021176470588235292
507,dubuque county,iowa,306.0,96571.0,11.443393979559081,155800.000027736,46.0,0.003168653115324476
508,hancock county,iowa,0.0,10971.0,8.896180840397411,95499.99996864899,62.6,0.0
509,iowa county,iowa,0.0,16231.0,9.58043250569897,151000.00005005003,41.0,0.0
510,jackson county,iowa,0.0,19409.0,11.814106857643361,128100.00004378927,63.0,0.0
511,mitchell county,kansas,0.0,6230.0,14.157303370786517,76199.9999968042,68.0,0.0
512,montgomery county,kansas,0.0,33463.0,16.991901503152736,52699.99999633037,37.4,0.0
513,morton county,kansas,0.0,2931.0,7.744796997611736,87499.99996237099,35.01,0.0
514,nemaha county,kansas,0.0,10095.0,10.430906389301635,94900.00003482928,44.6,0.0
515,phillips county,kansas,0.0,5446.0,7.932427469702534,56099.99998908054,23.0,0.0
516,neosho county,kansas,23.0,16209.0,20.70454685668456,69400.00002767002,37.99,0.0014189647726571657
517,ness county,kansas,0.0,3001.0,8.66377874041986,60699.999972154124,30.99,0.0
518,norton county,kansas,0.0,5527.0,9.842590917314999,61100.0,36.0,0.0
519,osage county,kansas,0.0,15894.0,12.614823203724676,94900.00004569619,30.2,0.0
520,osborne county,kansas,0.0,3684.0,15.01085776330076,44700.0,43.0,0.0
521,ottawa county,kansas,0.0,5957.0,9.518213866039954,85700.00002512567,62.01,0.0
522,pawnee county,kansas,0.0,6776.0,6.537780401416765,63899.99997505028,33.8,0.0
523,rice county,kansas,0.0,9868.0,15.210782326712607,53500.00001680879,51.01,0.0
524,pottawatomie county,kansas,0.0,23188.0,9.517854062446093,179899.9999371975,51.8,0.0
525,pratt county,kansas,0.0,9670.0,10.423991726990693,73999.99996448,32.0,0.0
526,reno county,kansas,137.0,63360.0,13.368055555555555,89700.00002081276,44.01,0.002162247474747475
527,republic county,kansas,0.0,4705.0,11.413390010626992,50800.000006425296,72.0,0.0
528,seward county,kansas,47.0,22948.0,18.32403695311138,110800.0000545853,36.0,0.002048108767648597
529,russell county,kansas,0.0,6987.0,13.52511807642765,57200.000003389636,26.6,0.0
530,rush county,kansas,0.0,3119.0,6.5405578711125365,45900.00000250039,30.2,0.0
531,saline county,kansas,252.0,55334.0,12.287201359019772,117699.99994532584,37.99,0.004554161998048216
532,rooks county,kansas,0.0,5148.0,10.81973581973582,60800.00000961582,43.0,0.0
533,scott county,kansas,0.0,4981.0,4.216020879341498,94199.99998818747,32.0,0.0
534,sedgwick county,kansas,754.0,510484.0,14.47645763628243,128800.00002190733,33.01,0.0014770296424569623
535,shawnee county,kansas,883.0,178392.0,12.835777389120588,114399.99996672,55.4,0.004949773532445401
536,allen county,kansas,0.0,12752.0,13.590025094102886,71099.99998731453,34.0,0.0
537,bourbon county,kansas,0.0,14757.0,16.97499491766619,73000.00002417219,68.0,0.0
538,brown county,kansas,0.0,9736.0,13.095727198027937,71399.99998099839,46.99,0.0
539,atchison county,kansas,0.0,16466.0,17.053321996841976,91400.00000978967,79.0,0.0
540,anderson county,kansas,0.0,7840.0,13.380102040816327,59500.00000970109,79.0,0.0
541,barber county,kansas,0.0,4905.0,15.739041794087665,48700.0,70.0,0.0
542,barton county,kansas,38.0,27067.0,15.347101636679351,75700.00001598633,37.4,0.001403923597000037
543,chase county,kansas,0.0,2665.0,12.120075046904315,59200.0,43.0,0.0
544,butler county,kansas,0.0,66260.0,10.330516148505886,118000.00003522387,44.6,0.0
545,ellis county,kansas,0.0,28877.0,16.036984451293417,166699.99992631664,78.01,0.0
546,clay county,kansas,0.0,8203.0,9.228331098378641,84400.00000686767,37.99,0.0
547,clark county,kansas,0.0,2089.0,8.61656294877932,54400.00001597065,57.2,0.0
548,comanche county,kansas,0.0,1741.0,7.696726019529006,38400.0,77.0,0.0
549,cowley county,kansas,0.0,35732.0,15.062129183924773,69100.00000791869,44.6,0.0
550,crawford county,kansas,128.0,39099.0,20.074682216936495,74099.9999727699,34.0,0.003273741016394281
551,decatur county,kansas,0.0,2891.0,16.949152542372882,58700.00002864881,51.8,0.0
552,dickinson county,kansas,0.0,19162.0,11.392339004279302,90300.00002397428,54.0,0.0
553,doniphan county,kansas,0.0,7790.0,12.51604621309371,78499.99997363806,55.99,0.0
554,edwards county,kansas,0.0,2946.0,9.80991174473863,40300.00000626889,51.8,0.0
555,elk county,kansas,0.0,2581.0,13.289422704378149,34200.000007356975,42.8,0.0
556,gove county,kansas,0.0,2632.0,8.814589665653495,70700.0,42.8,0.0
557,ellsworth county,kansas,0.0,6331.0,9.761491075659453,80000.0,32.0,0.0
558,finney county,kansas,30.0,37097.0,15.941989918322236,146299.99999277532,37.99,0.0008086907297086017
559,ford county,kansas,4.0,34658.0,15.872237290091753,103699.99996461107,37.4,0.00011541346875180334
560,franklin county,kansas,0.0,25599.0,12.102035235751396,99100.0000215199,60.01,0.0
561,geary county,kansas,137.0,35796.0,14.504413900994525,129099.99997882488,68.0,0.0038272432674041792
562,douglas county,kansas,163.0,117806.0,17.348012834660373,192300.00002295012,69.8,0.0013836307149041646
563,jackson county,kansas,0.0,13322.0,9.720762648251013,89100.00000369053,42.8,0.0
564,graham county,kansas,0.0,2561.0,12.02655212807497,62000.00001397745,37.4,0.0
565,grant county,kansas,0.0,7716.0,9.914463452566096,120000.0,57.99,0.0
566,gray county,kansas,0.0,6004.0,8.361092604930047,114600.0000349733,37.4,0.0
567,greenwood county,kansas,0.0,6227.0,12.20491408382849,39500.000014753015,54.0,0.0
568,hamilton county,kansas,0.0,2621.0,9.347577260587562,93100.00004032996,32.0,0.0
569,harvey county,kansas,64.0,34683.0,10.800680448634777,118400.0000317175,37.99,0.001845284433295851
570,jefferson county,kansas,0.0,18856.0,8.145948239287229,124599.99994858692,37.99,0.0
571,haskell county,kansas,0.0,4081.0,13.158539573633913,102100.0,45.0,0.0
572,hodgeman county,kansas,0.0,1875.0,8.213333333333333,63899.999970908946,66.2,0.0
573,jewell county,kansas,0.0,2963.0,13.90482618967263,44699.99997915336,35.6,0.0
574,johnson county,kansas,337.0,578797.0,5.5748388467804775,266100.00006092683,35.01,0.0005822421332522456
575,linn county,kansas,0.0,9602.0,17.225578004582378,69899.99998947453,39.0,0.0
576,kearny county,kansas,0.0,3931.0,12.668532180106842,110700.00004392386,50.0,0.0
577,kiowa county,kansas,0.0,2524.0,8.082408874801901,88399.99998595234,46.0,0.0
578,lane county,kansas,0.0,1702.0,10.63454759106933,61499.99998397394,60.01,0.0
579,leavenworth county,kansas,27.0,79359.0,8.360740432717146,165500.00005183657,35.01,0.0003402260613162968
580,lincoln county,kansas,0.0,3121.0,8.010253123998718,48800.00001686914,33.8,0.0
581,meade county,kansas,0.0,4295.0,11.804423748544819,65299.99997736714,39.2,0.0
582,lyon county,kansas,134.0,33302.0,17.779712930154346,86999.99998813221,28.4,0.004023782355414089
583,mcpherson county,kansas,0.0,28792.0,7.234648513475966,134399.99999392114,37.99,0.0
584,marshall county,kansas,0.0,9859.0,8.722994218480576,72700.0,33.8,0.0
585,miami county,kansas,84.0,32976.0,7.557011159631247,179399.99999326793,28.0,0.002547307132459971
586,smith county,kansas,0.0,3693.0,13.078797725426483,49700.0000004408,66.2,0.0
587,wyandotte county,kansas,147.0,163227.0,21.22259185061295,93799.99998160785,28.4,0.0009005863000606518
588,stevens county,kansas,0.0,5741.0,16.547639784009753,109400.00001718212,68.0,0.0
589,sumner county,kansas,0.0,23336.0,11.53153925265684,72699.99998966519,70.0,0.0
590,thomas county,kansas,0.0,7847.0,10.539059513189754,125099.99996734115,33.8,0.0
591,trego county,kansas,0.0,2899.0,4.69127285270783,67600.00000400592,33.8,0.0
592,wabaunsee county,kansas,0.0,6918.0,5.98438855160451,116800.00004349418,39.99,0.0
593,washington county,kansas,0.0,5572.0,9.3862167982771,65100.00002016901,77.0,0.0
594,woodson county,kansas,0.0,3178.0,20.201384518565135,47499.9999951232,66.2,0.0
595,meade county,kentucky,0.0,28452.0,12.927035006326445,125899.99999240995,68.0,0.0
596,mccracken county,kentucky,359.0,65285.0,16.63628704909244,124799.99998188844,32.0,0.0054989660718388605
597,marion county,kentucky,0.0,19335.0,17.61572278251875,106100.00004191724,79.0,0.0
598,marshall county,kentucky,0.0,31177.0,10.539821021907175,91899.99998114872,35.01,0.0
599,madison county,kentucky,43.0,88376.0,18.085226758395944,151700.00001632393,68.0,0.0004865574364080746
600,nelson county,kentucky,20.0,45131.0,11.311515366377877,144099.99996003797,73.4,0.00044315437282577385
601,mercer county,kentucky,0.0,21378.0,16.493591542707456,127799.99996013237,68.0,0.0
602,montgomery county,kentucky,0.0,27550.0,22.64246823956443,124300.00002319613,64.4,0.0
603,muhlenberg county,kentucky,0.0,31153.0,19.949924565852406,83699.99998544347,69.8,0.0
604,oldham county,kentucky,0.0,64633.0,5.279037024430244,272699.99990009423,70.0,0.0
605,owen county,kentucky,0.0,10686.0,16.413999625678457,115200.00002349896,42.01,0.0
606,pulaski county,kentucky,0.0,63974.0,24.8116422296558,112099.99997031229,68.0,0.0
607,rowan county,kentucky,55.0,24392.0,23.310921613643817,114899.9999718553,72.0,0.0022548376516890786
608,scott county,kentucky,0.0,52322.0,11.155919116241733,173300.00004318447,64.99,0.0
609,shelby county,kentucky,0.0,45831.0,12.059523030263358,186399.99991398427,42.01,0.0
610,spencer county,kentucky,0.0,18012.0,8.63868532089718,197299.99998131045,45.0,0.0
611,taylor county,kentucky,4.0,25406.0,22.014484767377784,103299.99996386947,69.8,0.00015744312367157364
612,trigg county,kentucky,0.0,14286.0,15.490690186196277,101200.00004575045,34.0,0.0
613,warren county,kentucky,44.0,123824.0,16.915137614678898,170500.00005620878,78.01,0.00035534306757979066
614,whitley county,kentucky,127.0,36027.0,23.784939073472675,85599.99997770085,32.0,0.0035251339273322784
615,campbell county,kentucky,45.0,91804.0,13.660624809376499,143400.0000560068,53.6,0.000490174720055771
616,calloway county,kentucky,0.0,38616.0,20.224777294385746,127600.00000461552,37.99,0.0
617,christian county,kentucky,357.0,72438.0,17.927054860708466,102500.00002448956,41.0,0.004928352522156879
618,clark county,kentucky,0.0,35757.0,14.727186285202897,143399.9999468407,35.6,0.0
619,fayette county,kentucky,922.0,315109.0,17.784004899891784,172599.9999988576,68.0,0.0029259716479059627
620,daviess county,kentucky,437.0,99258.0,15.359970984706523,116399.99999713477,45.0,0.004402667795039191
621,franklin county,kentucky,100.0,49969.0,12.585803197982749,129600.0000520697,37.99,0.0020012407692769517
622,garrard county,kentucky,0.0,17226.0,18.025078369905955,114799.99994910073,62.6,0.0
623,grant county,kentucky,0.0,24800.0,20.971774193548388,141399.9999521244,37.4,0.0
624,hardin county,kentucky,91.0,107699.0,13.786571834464572,141800.00002903296,30.99,0.0008449474925486774
625,kenton county,kentucky,279.0,163987.0,12.695518547201912,142999.99997370323,64.99,0.0017013543756517284
626,hopkins county,kentucky,41.0,45985.0,16.718495161465697,85200.0000104517,72.0,0.0008915950853539198
627,jefferson county,kentucky,4535.0,764378.0,14.688413324297665,152299.99997298364,57.99,0.005932928472562005
628,jessamine county,kentucky,0.0,51667.0,17.316662473145335,145300.00004164767,41.0,0.0
629,laurel county,kentucky,143.0,59901.0,24.17154972371079,102300.00001556185,39.2,0.002387272332682259
630,anderson county,kentucky,0.0,22017.0,11.886269700685833,142099.9999630578,35.6,0.0
631,boone county,kentucky,37.0,127682.0,7.495966541877477,181900.00007073887,68.0,0.0002897824282201093
632,boyd county,kentucky,87.0,48486.0,18.44037454110465,85400.00003495795,72.0,0.0017943323846058656
633,boyle county,kentucky,0.0,29773.0,13.905216135424714,126099.99995729297,48.99,0.0
634,bourbon county,kentucky,0.0,20017.0,16.32612279562372,123400.0000260641,77.0,0.0
635,breckinridge county,kentucky,0.0,19991.0,17.33780201090491,92599.99996285538,45.0,0.0
636,acadia parish,louisiana,196.0,62607.0,21.077515293816987,89199.99998810666,30.2,0.0031306403437315316
637,ascension parish,louisiana,55.0,119129.0,11.604227350183415,200499.9999956116,46.4,0.0004616843925492533
638,beauregard parish,louisiana,0.0,36598.0,17.06650636646811,101099.9999970423,72.0,0.0
639,avoyelles parish,louisiana,0.0,41095.0,21.567100620513443,84399.99996519588,37.4,0.0
640,bienville parish,louisiana,0.0,13806.0,24.692162827756047,60100.000004043424,28.4,0.0
641,bossier parish,louisiana,0.0,125698.0,15.918312144982417,165500.00004152692,75.2,0.0
642,calcasieu parish,louisiana,426.0,198753.0,16.497361046122574,144999.99994683333,30.2,0.002143363873752849
643,east carroll parish,louisiana,0.0,7318.0,32.76851598797486,43699.999982599096,32.0,0.0
644,catahoula parish,louisiana,0.0,10044.0,19.553962564715253,71299.99999936983,41.0,0.0
645,claiborne parish,louisiana,0.0,16296.0,26.15979381443299,53599.99998000415,50.0,0.0
646,concordia parish,louisiana,0.0,20211.0,27.999604175943794,67799.9999951371,34.0,0.0
647,east baton rouge parish,louisiana,1472.0,446167.0,18.711155240078266,159300.0000099205,69.8,0.0032992130749248598
648,lafourche parish,louisiana,0.0,98112.0,15.59340345727332,123699.99996929364,34.0,0.0
649,east feliciana parish,louisiana,0.0,19553.0,14.97468419168414,164899.99995169597,37.99,0.0
650,evangeline parish,louisiana,0.0,33750.0,25.04888888888889,57100.000006993796,32.0,0.0
651,franklin parish,louisiana,0.0,20388.0,26.883460859329016,60900.00001887901,68.0,0.0
652,jackson parish,louisiana,0.0,15952.0,23.357572718154465,75500.00002944692,45.0,0.0
653,jefferson parish,louisiana,111.0,437038.0,16.177540625757942,164499.99997568261,32.0,0.00025398249122501936
654,grant parish,louisiana,0.0,22305.0,17.094821788836583,91999.99999131051,41.0,0.0
655,iberville parish,louisiana,0.0,33122.0,17.23325886117988,93799.9999576577,30.0,0.0
656,jefferson davis parish,louisiana,0.0,31405.0,19.184843177837923,74999.9999755541,69.8,0.0
657,lafayette parish,louisiana,978.0,238230.0,16.270410947403768,164299.99999900666,79.0,0.004105276413549931
658,natchitoches parish,louisiana,0.0,39051.0,31.187421576912243,116699.99998327854,73.4,0.0
659,lincoln parish,louisiana,0.0,47536.0,28.96962302255133,160399.99995227766,55.4,0.0
660,livingston parish,louisiana,0.0,137096.0,13.099579856450955,152900.0000067807,46.4,0.0
661,madison parish,louisiana,0.0,11616.0,30.914256198347108,46000.000004191344,66.99,0.0
662,morehouse parish,louisiana,0.0,26290.0,26.709775580068467,78899.99997529008,27.0,0.0
663,orleans parish,louisiana,2473.0,388182.0,24.562189900613628,183300.000048024,39.99,0.0063707230113709545
664,ouachita parish,louisiana,166.0,156433.0,23.30071020820415,110299.99995297217,28.0,0.0010611571727193111
665,plaquemines parish,louisiana,0.0,23394.0,18.966401641446524,222299.99989542746,36.0,0.0
666,pointe coupee parish,louisiana,0.0,22271.0,17.25562390552737,128200.00003753562,42.8,0.0
667,rapides parish,louisiana,266.0,132080.0,19.012719563900667,108099.99995536085,69.01,0.002013930950938825
668,webster parish,louisiana,47.0,40043.0,24.216467297655022,52400.00001166535,37.4,0.0011737382314012436
669,tangipahoa parish,louisiana,134.0,128850.0,21.23011253395421,126499.9999516967,46.99,0.0010399689561505626
670,terrebonne parish,louisiana,90.0,113067.0,19.698055135450662,141999.9999600536,34.0,0.0007959882193743533
671,union parish,louisiana,0.0,22537.0,21.30274659448906,108500.0000182013,79.0,0.0
672,vermilion parish,louisiana,0.0,59841.0,17.574906836449927,74599.99999878864,69.8,0.0
673,vernon parish,louisiana,26.0,51906.0,16.246676684776325,90499.99998275746,32.0,0.0005009054829884791
674,washington parish,louisiana,0.0,46449.0,25.143706000129175,73799.99997761803,75.99,0.0
675,west baton rouge parish,louisiana,0.0,25518.0,17.30935026255976,194499.9999788051,69.8,0.0
676,west carroll parish,louisiana,0.0,11274.0,20.791200993436224,81199.99999239063,46.0,0.0
677,west feliciana parish,louisiana,0.0,15376.0,9.781477627471384,245700.00006106382,36.0,0.0
678,androscoggin county,maine,148.0,107317.0,13.893418563694475,158200.00001445189,44.6,0.0013790918493808064
679,cumberland county,maine,1174.0,289173.0,10.368879528863344,278899.9999617105,60.01,0.00405985344413206
680,somerset county,maine,145.0,50994.0,17.50794211083657,103899.99997728613,71.6,0.0028434717809938423
681,kennebec county,maine,167.0,121289.0,13.705282424622183,145899.9999730588,34.0,0.0013768767159429132
682,knox county,maine,68.0,39700.0,11.256926952141058,215100.0000444534,34.0,0.0017128463476070528
683,penobscot county,maine,621.0,152284.0,15.181502981271834,141400.00005841258,37.99,0.004077907068372252
684,sagadahoc county,maine,0.0,35149.0,11.243563117016132,205999.99993722994,66.2,0.0
685,york county,maine,254.0,201454.0,8.339869151270266,270399.9999475497,33.01,0.0012608337387195092
686,charles county,maryland,200.0,156021.0,6.836259221515053,285500.00001043355,75.2,0.0012818787214541633
687,allegany county,maryland,421.0,72591.0,15.037676846992051,81200.00000412564,36.0,0.005799617032414487
688,anne arundel county,maryland,680.0,564600.0,5.888416578108395,332299.99984521815,28.4,0.0012043924902585901
689,baltimore county,maryland,1706.0,828637.0,8.877228508985237,232399.99997261405,44.6,0.0020588025878641673
690,cecil county,maryland,278.0,102416.0,9.308115919387596,214299.99992878476,33.8,0.002714419621934073
691,carroll county,maryland,409.0,167319.0,5.374763176925514,309500.00006940536,32.0,0.0024444324912293283
692,calvert county,maryland,154.0,90824.0,5.630670307407733,311600.0000136155,37.99,0.0016955870694970493
693,caroline county,maryland,0.0,32785.0,16.278786030196738,175200.0000617445,42.01,0.0
694,kent county,maryland,44.0,19666.0,11.995321875317808,192500.0000501302,70.0,0.002237363978439947
695,dorchester county,maryland,104.0,32386.0,15.21953930710801,137900.00002476844,37.4,0.0032112641264744027
696,frederick county,maryland,176.0,246105.0,7.044147823083643,303100.0000579136,51.8,0.0007151419109729587
697,garrett county,maryland,20.0,29516.0,11.176988751863396,158999.99996715673,37.0,0.0006775985905949315
698,harford county,maryland,397.0,250132.0,7.400892328850367,266800.00012668205,35.01,0.001587161978475365
699,howard county,maryland,274.0,312495.0,5.120401926430823,432700.00012009154,62.01,0.0008768140290244644
700,wicomico county,maryland,568.0,102014.0,15.293979257748937,141999.99994091026,33.01,0.005567863234458016
701,montgomery county,maryland,2216.0,1039198.0,6.936599185140849,437400.0001629966,34.0,0.0021324136497568318
702,somerset county,maryland,10.0,25801.0,17.185380411611952,104700.0000487188,37.99,0.0003875818766714468
703,talbot county,maryland,11.0,37461.0,9.855583139798725,296500.00007006334,60.01,0.000293638717599637
704,washington county,maryland,515.0,149546.0,12.066521337916093,177299.99992833738,78.01,0.0034437564361467373
705,worcester county,maryland,118.0,51559.0,10.139839795186097,237999.99992833598,66.0,0.0022886401986074206
706,baltimore city,maryland,4689.0,619796.0,21.58661882296756,102999.99995952341,73.4,0.007565392483978599
707,bristol county,massachusetts,605.0,557016.0,11.82048630559984,296199.99995239644,73.0,0.0010861447427003893
708,barnstable county,massachusetts,716.0,213900.0,7.391304347826087,398800.0001785812,39.0,0.0033473585787751284
709,dukes county,massachusetts,0.0,17275.0,8.324167872648335,770400.0002547898,37.99,0.0
710,berkshire county,massachusetts,244.0,127751.0,10.785042778530109,195199.99998822546,45.0,0.0019099654797222723
711,plymouth county,massachusetts,1699.0,509114.0,7.807288740832112,367700.0000885466,32.0,0.003337170064072094
712,essex county,massachusetts,2386.0,775860.0,10.624854999613332,418599.9999343484,32.0,0.0030752970896811282
713,franklin county,massachusetts,196.0,70926.0,10.764740715675492,213299.99994616577,39.2,0.0027634435890928574
714,hampden county,massachusetts,851.0,469188.0,16.69160336581498,194899.99999961915,78.01,0.0018137718782236544
715,hampshire county,massachusetts,205.0,161197.0,11.819078518830995,259300.00008621227,78.01,0.0012717358263491256
716,middlesex county,massachusetts,3085.0,1582857.0,7.928132484488492,519099.999936481,37.4,0.001949007396119801
717,nantucket county,massachusetts,0.0,10912.0,11.042888563049853,1506800.000151243,55.99,0.0
718,norfolk county,massachusetts,1116.0,694389.0,6.376685114539545,473699.9999134178,59.0,0.0016071683163183749
719,suffolk county,massachusetts,10569.0,780685.0,18.530008902438244,526699.9998040601,57.0,0.013538110761702863
720,worcester county,massachusetts,1784.0,818249.0,10.737318346860185,267000.0001204653,42.8,0.002180265420428256
721,oakland county,michigan,1001.0,1241860.0,8.94392282543926,233399.99998940813,33.8,0.0008060489910295846
722,midland county,michigan,104.0,83489.0,11.139191989363868,123499.9999455147,30.2,0.001245673082681551
723,monroe county,michigan,191.0,149619.0,11.064771185477781,146700.0000036675,33.8,0.0012765758359566633
724,montcalm county,michigan,48.0,62956.0,16.657665671262468,85700.00001808195,37.0,0.0007624372577673295
725,montmorency county,michigan,0.0,9290.0,14.854682454251884,75400.00003094849,72.0,0.0
726,muskegon county,michigan,237.0,172707.0,17.791403938462253,114199.99999360992,78.01,0.0013722663238895933
727,newaygo county,michigan,0.0,47899.0,17.54733919288503,85500.00003053571,66.2,0.0
728,otsego county,michigan,79.0,24247.0,14.63686229224234,106199.9999680219,28.4,0.003258135027013651
729,oceana county,michigan,0.0,26317.0,17.28920469658396,91699.999984196,30.99,0.0
730,osceola county,michigan,0.0,23221.0,20.451315619482365,82999.99999334478,46.4,0.0
731,ottawa county,michigan,516.0,280243.0,9.208436963635132,193100.00003332135,71.01,0.0018412591929147205
732,presque isle county,michigan,0.0,12854.0,14.711373891395674,83600.00001833931,41.0,0.0
733,roscommon county,michigan,0.0,23934.0,19.532882092420824,93699.99999483692,32.0,0.0
734,saginaw county,michigan,682.0,193803.0,17.080746944061755,103300.00000540366,41.0,0.003519037373002482
735,wayne county,michigan,5624.0,1763822.0,23.458659660668708,67199.99999203555,71.01,0.0031885303619072674
736,van buren county,michigan,51.0,75190.0,15.604468679345658,122300.00004801742,55.99,0.0006782816863944674
737,washtenaw county,michigan,528.0,361509.0,13.720820228542028,262299.9999909394,36.0,0.0014605445507580724
738,antrim county,michigan,0.0,23133.0,12.384904681623654,133699.99999779518,32.0,0.0
739,allegan county,michigan,0.0,114145.0,10.661001357921942,164299.9999924067,30.2,0.0
740,alpena county,michigan,134.0,28730.0,14.639749390880613,78000.00000947753,48.2,0.00466411416637661
741,arenac county,michigan,0.0,15238.0,18.19792623703898,61100.00000131803,60.8,0.0
742,delta county,michigan,74.0,36395.0,14.166781151257041,92399.99997131464,36.0,0.002033246325044649
743,barry county,michigan,0.0,59607.0,9.126444880634825,146400.00000650669,48.99,0.0
744,bay county,michigan,754.0,105350.0,16.098718557190317,85600.00003608166,32.0,0.007157095396298054
745,benzie county,michigan,0.0,17462.0,9.895773679990837,160400.00005214056,48.2,0.0
746,berrien county,michigan,156.0,154948.0,16.69463303818055,129200.00005058818,50.0,0.0010067893744998323
747,branch county,michigan,107.0,43543.0,14.992076797648302,94400.00002754088,36.0,0.002457341019222378
748,calhoun county,michigan,562.0,134327.0,16.846948119142095,87999.99997862348,39.99,0.0041838200808474845
749,cass county,michigan,26.0,51397.0,13.43852754051793,107100.00003100262,34.0,0.0005058661011343074
750,cheboygan county,michigan,0.0,25475.0,16.553483807654562,99500.00000419635,50.0,0.0
751,chippewa county,michigan,76.0,38023.0,15.217105436183363,87100.00001408426,37.4,0.001998790205927991
752,clare county,michigan,54.0,30597.0,23.23103572245645,83700.00002174803,33.8,0.0017648789096970292
753,clinton county,michigan,0.0,77321.0,10.005043907864616,169300.00002008953,43.0,0.0
754,crawford county,michigan,0.0,13821.0,16.120396498082627,76699.99996981544,66.2,0.0
755,eaton county,michigan,79.0,108586.0,10.73342788204741,144300.0000308484,50.0,0.0007275339362348737
756,emmet county,michigan,86.0,32978.0,10.4736490993996,150300.00004261415,20.71,0.0026077991388198194
757,huron county,michigan,0.0,31750.0,13.436220472440946,95699.99999239205,30.2,0.0
758,genesee county,michigan,614.0,410881.0,19.781883319014508,96599.99998792501,30.2,0.0014943499456046884
759,gladwin county,michigan,0.0,25324.0,20.004738587900807,91499.9999885625,50.0,0.0
760,grand traverse county,michigan,229.0,91222.0,9.473591896691588,209499.99999952898,53.6,0.002510359343140909
