County,State,lat,lng
Grant County, Kentucky,47.1981147,-119.3732456
Jefferson County, Kentucky,39.5800298,-105.2662931
Larue County, Kentucky,37.5189552,-85.7256372
Logan County, Kentucky,40.38996789999999,-83.8473015
Mason County, Kentucky,47.4251146,-123.1951376
Mercer County, Kentucky,40.3028533,-74.7337069
Pendleton County, Kentucky,38.7283386,-84.3962535
Robertson County, Kentucky,36.5250666,-86.86218269999999
Russell County, Kentucky,32.3552497,-85.1894045
Spencer County, Kentucky,38.0123167,-85.31362179999999
Washington County, Kentucky,45.5469616,-123.1386021
Bath County, Kentucky,38.111733,-79.6502105
Ballard County, Kentucky,37.0359869,-89.0179332
Barren County, Kentucky,36.9676836,-85.84862360000001
Boyle County, Kentucky,37.6526034,-84.8150781
Green County, Kentucky,42.6287336,-89.62516459999999
Hancock County, Kentucky,39.8249915,-85.84862360000001
Harlan County, Kentucky,36.8890304,-83.2077645
Martin County, Kentucky,27.0804935,-80.4103957
Hardin County, Kentucky,30.364764,-94.315422
Lincoln County, Kentucky,35.4637028,-81.20781640000001
McLean County, Kentucky,40.5478429,-88.86469799999999
Monroe County, Kentucky,43.2841246,-77.7452081
Ohio County, Kentucky,37.5108523,-86.8220341
Powell County, Kentucky,37.8380647,-83.8260884
Union County, Kentucky,34.9338651,-80.54384499999999
Webster County, Kentucky,42.3974963,-94.15137639999999
Caldwell County, Kentucky,35.9227448,-81.5596427
Calloway County, Kentucky,36.6402766,-88.28504199999999
Casey County, Kentucky,37.3157449,-84.8984775
Christian County, Kentucky,36.99764400000001,-93.17796589999999
Daviess County, Kentucky,37.7307984,-87.10237459999999
Grayson County, Kentucky,33.7062406,-96.663812
Henderson County, Kentucky,35.3725873,-82.4319405
Henry County, Kentucky,33.4347963,-84.14351359999999
Hopkins County, Kentucky,33.2282942,-95.4777811
Jackson County, Kentucky,38.9914998,-94.315422
Laurel County, Kentucky,37.0693489,-84.1857115
Marshall County, Kentucky,34.3652297,-86.3376761
Meade County, Kentucky,44.4415188,-102.6855069
Montgomery County, Kentucky,39.1547426,-77.2405153
Nicholas County, Kentucky,38.3307714,-80.7657804
Oldham County, Kentucky,38.3560025,-85.47880649999999
Owen County, Kentucky,39.3603429,-86.8220341
Rockcastle County, Kentucky,37.3743065,-84.3121264
Scott County, Kentucky,44.6834072,-93.54079089999999
Warren County, Kentucky,39.4241422,-84.1857115
Allen County, Kentucky,41.0932622,-85.02334599999999
Bourbon County, Kentucky,38.2170752,-84.2278796
Boyd County, Kentucky,38.3833265,-82.6915429
Bullitt County, Kentucky,37.9842107,-85.684578
Crittenden County, Kentucky,35.3021443,-90.37483540000001
Fayette County, Kentucky,33.4502206,-84.4802606
Fulton County, Kentucky,33.8033965,-84.3962535
Johnson County, Kentucky,38.845412,-94.8520636
Knott County, Kentucky,37.3461117,-82.99316069999999
Menifee County, Kentucky,37.9335368,-83.63484299999999
Morgan County, Kentucky,41.0576176,-111.6183755
Muhlenberg County, Kentucky,37.17725009999999,-87.14228949999999
Perry County, Kentucky,40.371376,-77.2405153
Pulaski County, Kentucky,34.75386150000001,-92.2236667
Wolfe County, Kentucky,37.75508689999999,-83.46435509999999
Clay County, Kentucky,29.9943564,-81.77870209999999
Adair County, Kentucky,37.076403,-85.31362179999999
Bell County, Kentucky,31.134411,-97.5247243
Breathitt County, Kentucky,37.5359616,-83.33618799999999
Cumberland County, Kentucky,34.9542604,-78.74762079999999
Graves County, Kentucky,36.6887728,-88.7108964
Hart County, Kentucky,34.3500039,-82.95015579999999
Lee County, Kentucky,26.6630286,-81.9534815
Hancock County, Maine,39.8249915,-85.84862360000001
Oxford County, Maine,44.4906897,-70.7840564
Lincoln County, Maine,35.4637028,-81.20781640000001
Waldo County, Maine,44.5106837,-69.20778960000001
Penobscot County, Maine,45.3230777,-68.5806727
Piscataquis County, Maine,45.70498569999999,-69.3375071
Androscoggin County, Maine,44.19124160000001,-70.17070369999999
Aroostook County, Maine,46.819941,-68.4766064
Washington County, Maine,45.5469616,-123.1386021
Cumberland County, Maine,34.9542604,-78.74762079999999
Knox County, Maine,35.9874629,-83.9419784
Sagadahoc County, Maine,43.8171265,-69.7825531
York County, Maine,34.9871367,-81.2518833
Kennebec County, Maine,44.4499153,-69.7038278
Franklin County, Maine,40.0154745,-82.99316069999999
Somerset County, Maine,40.5292099,-74.64004320000001
Vermilion Parish, Louisiana,29.8601413,-92.38136209999999
St. Charles Parish, Louisiana,29.9273657,-90.3371889
Lafourche Parish, Louisiana,29.6952295,-90.52578229999999
Concordia Parish, Louisiana,31.4808983,-91.63721500000001
Tensas Parish, Louisiana,32.077218,-91.28910359999999
West Feliciana Parish, Louisiana,30.8423123,-91.4048249
Jefferson Davis Parish, Louisiana,30.2672346,-92.8178291
St. James Parish, Louisiana,30.0179292,-90.7913227
Grant Parish, Louisiana,31.6943716,-92.539603
Jefferson Parish, Louisiana,29.6498691,-90.11206960000001
Beauregard Parish, Louisiana,30.7611484,-93.33889169999999
Bienville Parish, Louisiana,32.4107403,-93.0175712
Bossier Parish, Louisiana,32.7551322,-93.66232389999999
Cameron Parish, Louisiana,29.8434436,-93.17796589999999
East Feliciana Parish, Louisiana,30.8458948,-91.02032240000001
St. John the Baptist Parish, Louisiana,30.1118331,-90.4879916
Plaquemines Parish, Louisiana,29.3240045,-89.4742177
Ouachita Parish, Louisiana,32.4271852,-92.2236667
Rapides Parish, Louisiana,31.1461104,-92.539603
Washington Parish, Louisiana,30.80392599999999,-90.0746767
St. Landry Parish, Louisiana,30.6036535,-92.0665197
Tangipahoa Parish, Louisiana,30.6194521,-90.37483540000001
Acadia Parish, Louisiana,30.2297347,-92.38136209999999
St. Mary Parish, Louisiana,29.502976,-91.44346900000001
West Carroll Parish, Louisiana,32.7545792,-91.4821482
St. Tammany Parish, Louisiana,30.4357418,-89.9253233
Union Parish, Louisiana,32.7859102,-92.38136209999999
Caldwell Parish, Louisiana,32.0669717,-92.0665197
Caddo Parish, Louisiana,32.6136798,-93.86553029999999
East Carroll Parish, Louisiana,32.7570923,-91.2506002
Ascension Parish, Louisiana,30.2017295,-90.9438468
Lafayette Parish, Louisiana,30.1895142,-92.02731899999999
Evangeline Parish, Louisiana,30.7821781,-92.38136209999999
Iberia Parish, Louisiana,29.4992629,-91.7538817
Lincoln Parish, Louisiana,32.598888,-92.6983868
St. Bernard Parish, Louisiana,29.879791,-89.3226954
St. Helena Parish, Louisiana,30.8021866,-90.6773046
Webster Parish, Louisiana,32.7641355,-93.33889169999999
West Baton Rouge Parish, Louisiana,30.4751202,-91.3276422
De Soto Parish, Louisiana,32.0310567,-93.66232389999999
Iberville Parish, Louisiana,30.2899179,-91.4048249
Red River Parish, Louisiana,32.0842949,-93.3792057
Livingston Parish, Louisiana,30.4340146,-90.6773046
Morehouse Parish, Louisiana,32.796224,-91.7538817
Natchitoches Parish, Louisiana,31.6801229,-93.17796589999999
Orleans Parish, Louisiana,29.95106579999999,-90.0715323
Terrebonne Parish, Louisiana,29.2299682,-90.7532809
Catahoula Parish, Louisiana,31.7053083,-91.9099238
Calcasieu Parish, Louisiana,30.2089286,-93.33889169999999
Claiborne Parish, Louisiana,32.7722557,-93.0175712
Franklin Parish, Louisiana,32.0737103,-91.5983959
Avoyelles Parish, Louisiana,30.9711824,-92.0665197
Assumption Parish, Louisiana,29.9232544,-91.09693999999999
Jackson Parish, Louisiana,32.2399791,-92.539603
East Baton Rouge Parish, Louisiana,30.5693593,-91.09693999999999
Pointe Coupee Parish, Louisiana,30.6102166,-91.5983959
Richland Parish, Louisiana,32.3887281,-91.7928402
St. Martin Parish, Louisiana,30.2395901,-91.7538817
Vernon Parish, Louisiana,31.1320009,-93.17796589999999
Winn Parish, Louisiana,31.91961239999999,-92.6586401
Sabine Parish, Louisiana,31.4893252,-93.5003454
Allen Parish, Louisiana,30.5887484,-92.8577105
Madison Parish, Louisiana,32.4401578,-91.28910359999999
Suffolk County, Massachusetts,40.9848784,-72.61511689999999
Barnstable County, Massachusetts,41.69909579999999,-70.32091129999999
Dukes County, Massachusetts,41.4039539,-70.6692655
Middlesex County, Massachusetts,40.4111363,-74.35874729999999
Berkshire County, Massachusetts,42.311782,-73.1821623
Bristol County, Massachusetts,41.7938406,-71.1448516
Hampden County, Massachusetts,42.1172314,-72.6624209
Plymouth County, Massachusetts,41.9120406,-70.7168469
Essex County, Massachusetts,40.7947466,-74.2648829
Franklin County, Massachusetts,40.0154745,-82.99316069999999
Norfolk County, Massachusetts,42.17668,-71.1448516
Worcester County, Massachusetts,38.1584227,-75.4344727
Hampshire County, Massachusetts,42.3471357,-72.6624209
Nantucket County, Massachusetts,41.2834704,-70.099451
Worcester County, Maryland,38.1584227,-75.4344727
Baltimore city, Maryland,39.2903848,-76.6121893
Somerset County, Maryland,40.5292099,-74.64004320000001
Talbot County, Maryland,38.7803973,-76.1319953
Harford County, Maryland,39.5838964,-76.3637285
Allegany County, Maryland,42.3129816,-78.0195387
Howard County, Maryland,39.2873463,-76.964306
Prince George's County, Maryland,38.78492110000001,-76.8720961
Anne Arundel County, Maryland,38.9530109,-76.5488232
Baltimore County, Maryland,39.4647665,-76.7336521
Frederick County, Maryland,39.3844507,-77.4701972
Calvert County, Maryland,38.49495030000001,-76.5025742
Garrett County, Maryland,39.5681243,-79.29021329999999
Kent County, Maryland,43.0097027,-85.52002399999999
Montgomery County, Maryland,39.1547426,-77.2405153
Carroll County, Maryland,39.5423418,-77.0564464
Queen Anne's County, Maryland,39.0263572,-76.1319953
St. Mary's County, Maryland,38.1060259,-76.3637285
Charles County, Maryland,38.5221781,-77.10249019999999
Dorchester County, Maryland,33.1680383,-80.54384499999999
Washington County, Maryland,45.5469616,-123.1386021
Wicomico County, Maryland,38.3941813,-75.667356
Cecil County, Maryland,39.5739403,-75.94632399999999
Caroline County, Maryland,38.0445557,-77.2864879
Berrien County, Michigan,42.0320742,-86.7416374
Ogemaw County, Michigan,44.3270741,-84.1857115
Oscoda County, Michigan,44.6278903,-84.1857115
Wexford County, Michigan,44.387157,-85.52002399999999
Crawford County, Michigan,41.6661391,-80.2767327
Clinton County, Michigan,42.9663458,-84.5222189
Dickinson County, Michigan,43.4049388,-95.18492189999999
Gratiot County, Michigan,43.2836505,-84.68974949999999
Huron County, Michigan,43.9466791,-82.82097399999999
Ingham County, Michigan,42.6468943,-84.3542049
Lenawee County, Michigan,41.8433859,-84.01674229999999
Mason County, Michigan,47.4251146,-123.1951376
Menominee County, Michigan,45.4995277,-87.5746277
Montcalm County, Michigan,43.3057341,-85.1894045
Missaukee County, Michigan,44.366621,-85.02334599999999
St. Joseph County, Michigan,41.6228085,-86.3376761
St. Clair County, Michigan,43.016179,-82.6483442
Van Buren County, Michigan,42.2459665,-86.0121573
Washtenaw County, Michigan,42.3076493,-83.8473015
Arenac County, Michigan,43.9973355,-83.67739279999999
Barry County, Michigan,42.5354321,-85.35496499999999
Cass County, Michigan,47.2144536,-94.2309171
Iron County, Michigan,37.7854715,-113.1918021
Benzie County, Michigan,44.678277,-86.2970998
Roscommon County, Michigan,44.3516109,-84.68974949999999
Schoolcraft County, Michigan,46.0693515,-86.1903622
Wayne County, Michigan,42.2790746,-83.33618799999999
Branch County, Michigan,41.8913835,-85.02334599999999
Grand Traverse County, Michigan,44.687984,-85.52002399999999
Jackson County, Michigan,38.9914998,-94.315422
Mackinac County, Michigan,46.02337199999999,-84.9963081
Genesee County, Michigan,43.0777289,-83.67739279999999
Antrim County, Michigan,44.9730441,-85.1769095
Houghton County, Michigan,47.1211215,-88.5694012
Livingston County, Michigan,42.6207951,-83.8473015
Iosco County, Michigan,44.3340462,-83.63862259999999
Lake County, Michigan,42.3689363,-87.8271534
Manistee County, Michigan,44.2444704,-86.32422249999999
Montmorency County, Michigan,45.07427939999999,-84.1403141
Presque Isle County, Michigan,45.5729299,-83.597821
Gladwin County, Michigan,44.0327885,-84.3542049
Kalamazoo County, Michigan,42.2278346,-85.52002399999999
Mecosta County, Michigan,43.6201025,-85.35496499999999
Marquette County, Michigan,43.865322,-89.3226954
Newaygo County, Michigan,43.55935820000001,-85.76666449999999
Osceola County, Michigan,28.1019838,-81.0754657
Otsego County, Michigan,42.5779779,-75.06111469999999
Calhoun County, Michigan,42.2073905,-85.02334599999999
Cheboygan County, Michigan,45.5472257,-84.56362829999999
Luce County, Michigan,46.5827512,-85.513329
Kent County, Michigan,43.0097027,-85.52002399999999
Macomb County, Michigan,42.7168759,-82.82097399999999
Saginaw County, Michigan,43.4044253,-84.01674229999999
Shiawassee County, Michigan,42.949754,-84.1857115
Baraga County, Michigan,46.7352761,-88.3010401
Bay County, Michigan,30.1805306,-85.684578
Charlevoix County, Michigan,45.4342853,-85.4374778
Eaton County, Michigan,42.5886496,-84.7733325
Delta County, Michigan,38.8531357,-107.763621
Gogebic County, Michigan,46.4392785,-89.92147399999999
Emmet County, Michigan,45.6418969,-84.9769067
Chippewa County, Michigan,45.0673752,-91.2924666
Monroe County, Michigan,43.2841246,-77.7452081
Allegan County, Michigan,42.5709865,-86.3376761
Oakland County, Michigan,42.59219239999999,-83.33618799999999
Hillsdale County, Michigan,41.8685961,-84.5222189
Alger County, Michigan,46.927418,-86.5087741
Muskegon County, Michigan,43.2831969,-86.7416374
Oceana County, Michigan,43.6656285,-86.6611083
Leelanau County, Michigan,45.0821226,-86.07336339999999
Lapeer County, Michigan,43.0482433,-83.1649001
Clare County, Michigan,44.0565054,-84.8567932
Sanilac County, Michigan,43.4069041,-82.7347142
Keweenaw County, Michigan,47.7515686,-88.3249369
Isabella County, Michigan,43.598799,-84.8567932
Ontonagon County, Michigan,46.8727913,-89.31311889999999
Ottawa County, Michigan,42.95302299999999,-86.0937312
Tuscola County, Michigan,43.5301144,-83.5070203
Alcona County, Michigan,44.6727944,-83.60223979999999
Alpena County, Michigan,45.0168239,-83.1116742
Ionia County, Michigan,42.9892119,-85.02334599999999
Kalkaska County, Michigan,44.66744449999999,-85.02334599999999
Midland County, Michigan,43.57509779999999,-84.3542049
Wilkin County, Minnesota,46.4087398,-96.5018468
Red Lake County, Minnesota,47.8770338,-96.13456409999999
Aitkin County, Minnesota,46.61854330000001,-93.45366920000001
Clay County, Minnesota,29.9943564,-81.77870209999999
Faribault County, Minnesota,43.6448766,-93.9878427
Murray County, Minnesota,34.7928029,-84.7315563
Fillmore County, Minnesota,43.6956298,-92.0665197
Kandiyohi County, Minnesota,45.11445519999999,-95.0155836
Lake County, Minnesota,42.3689363,-87.8271534
Polk County, Minnesota,27.8617347,-81.6911559
Rock County, Minnesota,42.6251506,-89.0179332
Roseau County, Minnesota,48.7249475,-95.9820524
Sibley County, Minnesota,44.5502089,-94.15137639999999
Traverse County, Minnesota,45.8030256,-96.365147
Watonwan County, Minnesota,43.9323091,-94.479976
Becker County, Minnesota,46.9164628,-95.7036557
Hennepin County, Minnesota,45.0208911,-93.5094574
Big Stone County, Minnesota,45.4932045,-96.4724
Brown County, Minnesota,44.45616740000001,-87.9334803
Chippewa County, Minnesota,45.0673752,-91.2924666
Cass County, Minnesota,47.2144536,-94.2309171
Clearwater County, Minnesota,47.72007869999999,-95.3105661
Goodhue County, Minnesota,44.4430251,-92.6983868
Hubbard County, Minnesota,47.1860527,-94.94114230000001
Isanti County, Minnesota,45.6301379,-93.2537327
Jackson County, Minnesota,38.9914998,-94.315422
Martin County, Minnesota,27.0804935,-80.4103957
Mower County, Minnesota,43.6824988,-92.6983868
Nobles County, Minnesota,43.71969319999999,-95.81428849999999
Pine County, Minnesota,46.0983087,-92.80707079999999
Olmsted County, Minnesota,43.995179,-92.38136209999999
Cottonwood County, Minnesota,44.0488692,-95.3102505
Scott County, Minnesota,44.6834072,-93.54079089999999
Dodge County, Minnesota,43.3994215,-88.7108964
Wabasha County, Minnesota,44.3020812,-92.2236667
Pipestone County, Minnesota,43.9973355,-96.3226072
Crow Wing County, Minnesota,46.5957987,-94.1401699
Norman County, Minnesota,47.3416805,-96.5313092
Wright County, Minnesota,45.1538202,-94.01909429999999
Nicollet County, Minnesota,44.3572855,-94.27436279999999
Douglas County, Minnesota,39.2587106,-104.9388853
Grant County, Minnesota,47.1981147,-119.3732456
Kittson County, Minnesota,48.7563083,-96.865445
Le Sueur County, Minnesota,44.461555,-93.9151438
Mahnomen County, Minnesota,47.3811737,-95.797516
Chisago County, Minnesota,45.524828,-92.9550305
Redwood County, Minnesota,44.3516109,-95.3102505
Yellow Medicine County, Minnesota,44.7380445,-95.8564864
Todd County, Minnesota,46.0307728,-94.8315488
Beltrami County, Minnesota,48.0370038,-94.82892389999999
Blue Earth County, Minnesota,43.9505132,-93.9878427
Houston County, Minnesota,32.4219655,-83.63484299999999
Lac qui Parle County, Minnesota,45.0562676,-96.2006981
Lake of the Woods County, Minnesota,48.6943855,-94.92654739999999
Otter Tail County, Minnesota,46.51894350000001,-95.8935983
Waseca County, Minnesota,43.961388,-93.66232389999999
St. Louis County, Minnesota,38.6103023,-90.4125181
Anoka County, Minnesota,45.3292832,-93.2197005
Stearns County, Minnesota,45.5844792,-94.5865603
Dakota County, Minnesota,44.731554,-93.17796589999999
Lincoln County, Minnesota,35.4637028,-81.20781640000001
Lyon County, Minnesota,38.9524739,-119.1390642
Marshall County, Minnesota,34.3652297,-86.3376761
Mille Lacs County, Minnesota,45.9228403,-93.6218744
Renville County, Minnesota,44.66744449999999,-94.976654
Washington County, Minnesota,45.5469616,-123.1386021
Carlton County, Minnesota,46.5619247,-92.6847226
Cook County, Minnesota,41.7376587,-87.697554
Kanabec County, Minnesota,45.9329034,-93.2883531
Koochiching County, Minnesota,48.1816012,-93.648322
Meeker County, Minnesota,45.1353179,-94.5150543
Morrison County, Minnesota,45.9846475,-94.052545
Pennington County, Minnesota,43.8901111,-102.2547919
Rice County, Minnesota,44.2749995,-93.33889169999999
Steele County, Minnesota,43.9758523,-93.17796589999999
Sherburne County, Minnesota,45.4644612,-93.7298983
Wadena County, Minnesota,46.6415934,-94.936044
Benton County, Minnesota,46.3166362,-119.5021582
Carver County, Minnesota,44.82543099999999,-93.7841503
Freeborn County, Minnesota,43.6656285,-93.33889169999999
Itasca County, Minnesota,47.5507924,-93.5683651
McLeod County, Minnesota,44.8440016,-94.315422
Pope County, Minnesota,35.440627,-93.0175712
Ramsey County, Minnesota,44.9963986,-93.0615978
Stevens County, Minnesota,48.4558249,-117.9059909
Swift County, Minnesota,45.2315651,-95.71960419999999
Winona County, Minnesota,44.006499,-91.7538817
Hancock County, Mississippi,39.8249915,-85.84862360000001
LaSalle Parish, Louisiana,31.7002461,-92.2236667
Sharkey County, Mississippi,32.9860902,-90.8294002
Tippah County, Mississippi,34.76880970000001,-88.86469799999999
Choctaw County, Mississippi,33.9851472,-95.51973939999999
Forrest County, Mississippi,31.2148677,-89.28472510000002
Itawamba County, Mississippi,34.2317882,-88.4016041
Lafayette County, Mississippi,39.0031288,-93.9878427
Issaquena County, Mississippi,32.8494351,-91.02032240000001
Jackson County, Mississippi,38.9914998,-94.315422
Lowndes County, Mississippi,30.8600022,-83.2934086
Leflore County, Mississippi,33.5274427,-90.37483540000001
Tunica County, Mississippi,34.6407083,-90.4125181
Wilkinson County, Mississippi,32.8024682,-83.1649001
Claiborne County, Mississippi,36.4830423,-83.63484299999999
Harrison County, Mississippi,30.432087,-89.0179332
Jefferson Davis County, Mississippi,31.58252809999999,-89.81303559999999
Simpson County, Mississippi,36.7772014,-86.6207943
Lauderdale County, Mississippi,34.8840876,-87.658113
Lincoln County, Mississippi,35.4637028,-81.20781640000001
Scott County, Mississippi,44.6834072,-93.54079089999999
Winston County, Mississippi,34.1690087,-87.3413599
Yazoo County, Mississippi,32.8078912,-90.37483540000001
Attala County, Mississippi,33.1683267,-89.62516459999999
Benton County, Mississippi,46.3166362,-119.5021582
Franklin County, Mississippi,40.0154745,-82.99316069999999
Coahoma County, Mississippi,34.1960298,-90.6393702
Jasper County, Mississippi,32.491436,-81.0754657
Jones County, Mississippi,31.5343241,-89.1705998
Walthall County, Mississippi,31.125165,-90.11206960000001
Monroe County, Mississippi,43.2841246,-77.7452081
Pontotoc County, Mississippi,34.7685043,-96.663812
Sunflower County, Mississippi,33.526164,-90.6773046
Webster County, Mississippi,42.3974963,-94.15137639999999
Alcorn County, Mississippi,34.8984684,-88.59517509999999
Adams County, Mississippi,39.8398269,-104.1930918
Clay County, Mississippi,29.9943564,-81.77870209999999
DeSoto County, Mississippi,34.9065453,-89.9626799
Covington County, Mississippi,31.3066438,-86.49965460000001
Humphreys County, Mississippi,36.0245773,-87.7369607
Calhoun County, Mississippi,42.2073905,-85.02334599999999
Holmes County, Mississippi,40.5540928,-81.909826
Amite County, Mississippi,31.1683803,-90.8294002
Madison County, Mississippi,38.9041402,-89.9253233
Marion County, Mississippi,44.8446393,-122.5927411
Tishomingo County, Mississippi,34.7615024,-88.24611829999999
Wayne County, Mississippi,42.2790746,-83.33618799999999
Greene County, Mississippi,39.697399,-83.8897057
Marshall County, Mississippi,34.3652297,-86.3376761
Quitman County, Mississippi,31.8485969,-84.981754
Bolivar County, Mississippi,33.8829962,-90.8294002
Lamar County, Mississippi,33.75694,-95.6457951
Lee County, Mississippi,26.6630286,-81.9534815
Pike County, Mississippi,41.3361875,-75.06111469999999
Tallahatchie County, Mississippi,33.9302578,-90.1869644
Smith County, Mississippi,32.3352505,-95.3102505
Stone County, Mississippi,36.7748882,-93.4599326
Warren County, Mississippi,39.4241422,-84.1857115
Clarke County, Mississippi,33.9519347,-83.357567
Kemper County, Mississippi,32.8018452,-88.7108964
Montgomery County, Mississippi,39.1547426,-77.2405153
Oktibbeha County, Mississippi,33.3886689,-88.90306
Neshoba County, Mississippi,32.8057157,-89.1705998
Pearl River County, Mississippi,30.8034081,-89.62516459999999
Leake County, Mississippi,32.8073509,-89.4742177
Noxubee County, Mississippi,33.1605608,-88.55653099999999
Rankin County, Mississippi,32.2653668,-89.9253233
Tate County, Mississippi,34.6413971,-89.9626799
Washington County, Mississippi,45.5469616,-123.1386021
Lawrence County, Mississippi,40.957855,-80.365865
Panola County, Mississippi,32.1920035,-94.315422
Perry County, Mississippi,40.371376,-77.2405153
Yalobusha County, Mississippi,33.9768292,-89.6759101
Chickasaw County, Mississippi,33.8818791,-89.0179332
Carroll County, Mississippi,39.5423418,-77.0564464
Copiah County, Mississippi,31.9012453,-90.37483540000001
George County, Mississippi,30.8431226,-88.6723578
Grenada County, Mississippi,33.7516314,-89.81303559999999
Hinds County, Mississippi,32.2648353,-90.37483540000001
Jefferson County, Mississippi,39.5800298,-105.2662931
Newton County, Mississippi,33.5544296,-83.8473015
Union County, Mississippi,34.9338651,-80.54384499999999
Prentiss County, Mississippi,34.6324369,-88.5178518
Howell County, Missouri,36.8527979,-91.9099238
Carter County, Missouri,36.2638604,-82.12783999999999
Dade County, Missouri,25.5516034,-80.6326916
Linn County, Missouri,42.0659844,-91.67606909999999
Johnson County, Missouri,38.845412,-94.8520636
Laclede County, Missouri,37.6965235,-92.539603
Maries County, Missouri,38.1738674,-91.949021
Phelps County, Missouri,37.8806538,-91.7538817
Platte County, Missouri,39.34756489999999,-94.7691586
St. Francois County, Missouri,37.7652755,-90.4879916
St. Louis city, Missouri,38.6270025,-90.19940419999999
Andrew County, Missouri,39.9637436,-94.81059549999999
Butler County, Missouri,39.440463,-84.5222189
Carroll County, Missouri,39.5423418,-77.0564464
Daviess County, Missouri,37.7307984,-87.10237459999999
Holt County, Missouri,42.3803308,-98.6600586
Knox County, Missouri,35.9874629,-83.9419784
Ripley County, Missouri,39.0986811,-85.2308414
Marion County, Missouri,44.8446393,-122.5927411
Montgomery County, Missouri,39.1547426,-77.2405153
Osage County, Missouri,36.6189367,-96.2375947
Stoddard County, Missouri,36.8680558,-89.9253233
Warren County, Missouri,39.4241422,-84.1857115
Washington County, Missouri,45.5469616,-123.1386021
Audrain County, Missouri,39.22195300000001,-91.9099238
Christian County, Missouri,36.99764400000001,-93.17796589999999
DeKalb County, Missouri,33.7956441,-84.2278796
Greene County, Missouri,39.697399,-83.8897057
Harrison County, Missouri,30.432087,-89.0179332
Lafayette County, Missouri,39.0031288,-93.9878427
St. Clair County, Missouri,43.016179,-82.6483442
Adair County, Missouri,37.076403,-85.31362179999999
Schuyler County, Missouri,42.3796425,-76.8720961
Scotland County, Missouri,34.8451203,-79.4703885
Sullivan County, Missouri,41.6897493,-74.7805192
Camden County, Missouri,39.8592439,-75.0143824
Clark County, Missouri,36.0795613,-115.094045
Jasper County, Missouri,32.491436,-81.0754657
Jefferson County, Missouri,39.5800298,-105.2662931
Lewis County, Missouri,46.6195461,-122.4554639
McDonald County, Missouri,36.617812,-94.315422
New Madrid County, Missouri,36.5227538,-89.77553379999999
Perry County, Missouri,40.371376,-77.2405153
Polk County, Missouri,27.8617347,-81.6911559
Ralls County, Missouri,39.5582351,-91.5983959
Ray County, Missouri,39.3354791,-93.9878427
Stone County, Missouri,36.7748882,-93.4599326
Reynolds County, Missouri,37.378663,-90.9820668
St. Louis County, Missouri,38.6103023,-90.4125181
Scott County, Missouri,44.6834072,-93.54079089999999
Barry County, Missouri,42.5354321,-85.35496499999999
Barton County, Missouri,38.3613844,-98.7651482
Boone County, Missouri,38.9940572,-84.7315563
Cedar County, Missouri,41.8346154,-91.13530200000001
Cole County, Missouri,38.5052486,-92.2630393
Crawford County, Missouri,41.6661391,-80.2767327
Gasconade County, Missouri,38.4335915,-91.4821482
Iron County, Missouri,37.7854715,-113.1918021
Livingston County, Missouri,42.6207951,-83.8473015
Macon County, Missouri,35.1197519,-83.33618799999999
Moniteau County, Missouri,38.5827118,-92.5792482
Oregon County, Missouri,43.8041334,-120.5542012
Pemiscot County, Missouri,36.2195399,-89.81303559999999
Pettis County, Missouri,38.6893153,-93.33889169999999
Ste. Genevieve County, Missouri,37.8934532,-90.2244662
Shannon County, Missouri,37.2028249,-91.44346900000001
Randolph County, Missouri,35.7449531,-79.8296743
Douglas County, Missouri,39.2587106,-104.9388853
Dunklin County, Missouri,36.2364268,-90.055447
Franklin County, Missouri,40.0154745,-82.99316069999999
Henry County, Missouri,33.4347963,-84.14351359999999
Howard County, Missouri,39.2873463,-76.964306
Jackson County, Missouri,38.9914998,-94.315422
Lawrence County, Missouri,40.957855,-80.365865
Miller County, Missouri,33.3335556,-93.86553029999999
Pulaski County, Missouri,34.75386150000001,-92.2236667
Putnam County, Missouri,41.4351069,-73.7948516
Taney County, Missouri,36.6576378,-93.0175712
Buchanan County, Missouri,39.6349791,-94.81059549999999
Caldwell County, Missouri,35.9227448,-81.5596427
Callaway County, Missouri,38.8886044,-91.9099238
Cass County, Missouri,47.2144536,-94.2309171
Clinton County, Missouri,42.9663458,-84.5222189
Cooper County, Missouri,38.8693247,-92.8577105
Dallas County, Missouri,32.8024682,-96.83509989999999
Gentry County, Missouri,40.1406981,-94.479976
Hickory County, Missouri,37.9747242,-93.29861059999999
Lincoln County, Missouri,35.4637028,-81.20781640000001
Mississippi County, Missouri,35.8279728,-90.0746767
Monroe County, Missouri,43.2841246,-77.7452081
Newton County, Missouri,33.5544296,-83.8473015
Ozark County, Missouri,36.6720061,-92.38136209999999
Pike County, Missouri,41.3361875,-75.06111469999999
St. Charles County, Missouri,38.7338885,-90.8294002
Mercer County, Missouri,40.3028533,-74.7337069
Madison County, Missouri,38.9041402,-89.9253233
Wright County, Missouri,45.1538202,-94.01909429999999
Clay County, Missouri,29.9943564,-81.77870209999999
Vernon County, Missouri,43.5576968,-90.8294002
Dent County, Missouri,37.544666,-91.44346900000001
Saline County, Missouri,34.5708215,-92.539603
Nodaway County, Missouri,40.2907281,-94.81059549999999
Worth County, Missouri,43.3580686,-93.33889169999999
Chariton County, Missouri,39.5301517,-93.0175712
Grundy County, Missouri,41.3500531,-88.4016041
