County,State,lat,lng,Unnamed: 0,Temp
Floyd County, Indiana,34.2828967,-85.2308414,815,72
Allen County, Indiana,41.0932622,-85.023346,816,41
Decatur County, Indiana,39.3176186,-85.520024,817,45
Delaware County, Indiana,39.907793,-75.3878525,818,50
Miami County, Indiana,40.081473,-84.1857115,819,44.6
Jefferson County, Indiana,39.5800298,-105.2662931,820,52
Jennings County, Indiana,38.9914998,-85.684578,821,48.99
Johnson County, Indiana,38.845412,-94.8520636,822,44.6
Morgan County, Indiana,41.0576176,-111.6183755,823,44.01
Gibson County, Indiana,38.3338249,-87.5791287,824,64.4
Newton County, Indiana,33.5544296,-83.8473015,825,75.2
Orange County, Indiana,33.7174708,-117.8311428,826,63
St. Joseph County, Indiana,41.6228085,-86.3376761,827,39.2
Kosciusko County, Indiana,41.2864679,-85.8486236,828,39.2
Marshall County, Indiana,34.3652297,-86.3376761,829,69.01
Switzerland County, Indiana,38.8419394,-85.0649071,830,50
Vanderburgh County, Indiana,38.0806099,-87.5791287,831,64.4
Blackford County, Indiana,40.4992784,-85.3136218,832,41
Carroll County, Indiana,39.5423418,-77.0564464,833,41
Scott County, Indiana,44.6834072,-93.5407909,834,36
Harrison County, Indiana,30.432087,-89.0179332,835,72
Huntington County, Indiana,40.7911217,-85.520024,836,39.2
LaPorte County, Indiana,41.4775131,-86.8220341,837,39.99
Wabash County, Indiana,40.8033875,-85.8486236,838,39.2
White County, Indiana,34.6567728,-83.7199136,839,59
Jasper County, Indiana,32.491436,-81.0754657,840,78.8
Jay County, Indiana,40.4465288,-85.023346,841,41
Martin County, Indiana,27.0804935,-80.4103957,842,80.6
Porter County, Indiana,41.5248577,-87.1023746,843,39.99
Shelby County, Indiana,35.1268552,-89.9253233,844,63
Ripley County, Indiana,39.0986811,-85.2308414,845,48
Spencer County, Indiana,38.0123167,-85.3136218,846,59
Sullivan County, Indiana,41.6897493,-74.7805192,847,46.99
Tipton County, Indiana,35.5217179,-89.7379958,848,64.4
Tippecanoe County, Indiana,40.3469731,-86.8220341,849,42.01
Vigo County, Indiana,39.4165382,-87.4207518,850,50
Warrick County, Indiana,38.0736703,-87.2618328,851,64.4
Hamilton County, Indiana,39.2355447,-84.564147,852,46.99
DeKalb County, Indiana,33.7956441,-84.2278796,853,77
LaGrange County, Indiana,41.6288702,-85.3962769,854,39.2
Bartholomew County, Indiana,39.206801,-85.8895551,855,46.99
Rush County, Indiana,39.6481768,-85.520024,856,44.6
Boone County, Indiana,38.9940572,-84.7315563,857,46.99
Fulton County, Indiana,33.8033965,-84.3962535,858,77
Lake County, Indiana,28.702847,-81.7787021,859,39.2
Montgomery County, Indiana,39.1547426,-77.2405153,860,42.01
Noble County, Indiana,41.4277391,-85.354965,861,39.2
Adams County, Indiana,39.8398269,-104.1930918,862,52
Clark County, Indiana,36.0795613,-115.094045,863,60.01
Fayette County, Indiana,33.4502206,-84.4802606,864,77
Delaware County, Iowa,39.907793,-75.3878525,865,50
Jefferson County, Iowa,39.5800298,-105.2662931,866,52
Wayne County, Iowa,42.2790746,-83.336188,867,37
Allamakee County, Iowa,43.2430754,-91.443469,868,35.6
Linn County, Iowa,42.0659844,-91.6760691,869,35.6
Scott County, Iowa,44.6834072,-93.5407909,870,36
Dallas County, Iowa,32.8024682,-96.8350999,871,79
O'Brien County, Iowa,43.1131245,-95.6457951,872,34
Benton County, Iowa,46.3166362,-119.5021582,873,37.99
Butler County, Iowa,39.440463,-84.5222189,874,46.99
Dubuque County, Iowa,42.4694679,-90.8294002,875,35.01
Fremont County, Iowa,38.5306514,-105.5005483,876,44.01
Hamilton County, Iowa,39.2355447,-84.564147,877,46.99
Pocahontas County, Iowa,38.3101706,-80.0087746,878,46.4
Taylor County, Iowa,32.2455088,-99.8124935,879,77
Union County, Iowa,34.9338651,-80.543845,880,51.01
Van Buren County, Iowa,42.2459665,-86.0121573,881,39.2
Worth County, Iowa,43.3580686,-93.3388917,882,34
Ringgold County, Iowa,40.7973811,-94.315422,883,37.4
Adams County, Iowa,39.8398269,-104.1930918,884,52
Adair County, Iowa,41.2741733,-94.479976,885,60.01
Audubon County, Iowa,41.7326826,-94.976654,886,34
Chickasaw County, Iowa,33.8818791,-89.0179332,887,73
Clarke County, Iowa,33.9519347,-83.357567,888,75
Davis County, Iowa,40.9628845,-112.0953297,889,44.01
Dickinson County, Iowa,43.4049388,-95.1849219,890,33.8
Ida County, Iowa,42.3418685,-95.4777811,891,33.8
Johnson County, Iowa,38.845412,-94.8520636,892,44.6
Keokuk County, Iowa,41.3397063,-92.2236667,893,36
Monroe County, Iowa,43.2841246,-77.7452081,894,37.99
Tama County, Iowa,42.1292592,-92.539603,895,35.01
Wapello County, Iowa,41.0148894,-92.3813621,896,37.4
Sioux County, Iowa,43.0869936,-96.1526985,897,34
Franklin County, Iowa,40.0154745,-82.9931607,898,51.01
Calhoun County, Iowa,42.2073905,-85.023346,899,39.2
Carroll County, Iowa,39.5423418,-77.0564464,900,41
Cedar County, Iowa,41.8346154,-91.135302,901,37.99
Cerro Gordo County, Iowa,43.1543186,-93.2029675,902,34
Floyd County, Iowa,34.2828967,-85.2308414,903,72
Greene County, Iowa,39.697399,-83.8897057,904,46.4
Hardin County, Iowa,30.364764,-94.315422,905,80.6
Louisa County, Iowa,37.9925909,-77.973865,906,42.8
Lucas County, Iowa,41.6894388,-83.3789389,907,37.4
Lyon County, Iowa,38.9524739,-119.1390642,908,46.4
Winnebago County, Iowa,44.0126679,-88.7108964,909,36
Palo Alto County, Iowa,43.1580878,-94.645035,910,34
Shelby County, Iowa,35.1268552,-89.9253233,911,63
Appanoose County, Iowa,40.6806102,-92.8577105,912,36
Henry County, Iowa,33.4347963,-84.1435136,913,77
Iowa County, Iowa,42.9416737,-90.0746767,914,35.6
Jasper County, Iowa,32.491436,-81.0754657,915,78.8
Page County, Iowa,38.6301331,-78.52065,916,39.99
Winneshiek County, Iowa,43.2362611,-91.9099238,917,35.01
Poweshiek County, Iowa,41.6530119,-92.539603,918,36
Pottawattamie County, Iowa,41.3911501,-95.4777811,919,37
Marshall County, Iowa,34.3652297,-86.3376761,920,69.01
Clayton County, Iowa,33.5571944,-84.375233,921,77
Boone County, Iowa,38.9940572,-84.7315563,922,46.99
Bremer County, Iowa,42.761082,-92.3813621,923,35.01
Buena Vista County, Iowa,42.6705452,-95.1432068,924,33.8
Howard County, Iowa,39.2873463,-76.964306,925,41
Emmet County, Iowa,45.6418969,-84.9769067,926,39
Guthrie County, Iowa,41.7530909,-94.479976,927,35.01
Hancock County, Iowa,39.8249915,-85.8486236,928,43
Humboldt County, Iowa,40.7450055,-123.8695086,929,51.8
Madison County, Iowa,38.9041402,-89.9253233,930,66.99
Marion County, Iowa,29.2787765,-82.12784,931,48
Washington County, Iowa,45.5469616,-123.1386021,932,50
Wright County, Iowa,45.1538202,-94.0190943,933,36
Cass County, Iowa,47.2144536,-94.2309171,934,37.4
Cherokee County, Iowa,34.2514526,-84.4802606,935,75.2
Crawford County, Iowa,41.6661391,-80.2767327,936,48
Des Moines County, Iowa,40.9123374,-91.1736994,937,39.99
Fayette County, Iowa,33.4502206,-84.4802606,938,77
Harrison County, Iowa,30.432087,-89.0179332,939,72
Kossuth County, Iowa,43.2513384,-94.2333355,940,34
Mills County, Iowa,31.6137467,-98.5721016,941,78.01
Monona County, Iowa,42.001594,-95.9832577,942,36
Muscatine County, Iowa,41.5156913,-91.135302,943,37.99
Osceola County, Iowa,28.1019838,-81.0754657,944,82.99
Polk County, Iowa,27.8617347,-81.6911559,945,84.2
Webster County, Iowa,42.3974963,-94.1513764,946,35.01
Story County, Iowa,42.1040438,-93.5003454,947,35.01
Woodbury County, Iowa,42.3166158,-95.9832577,948,34
Black Hawk County, Iowa,42.447804,-92.3813621,949,35.01
Grundy County, Iowa,41.3500531,-88.4016041,950,39.99
Jackson County, Iowa,38.9914998,-94.315422,951,51.01
Jones County, Iowa,31.5343241,-89.1705998,952,77
Lee County, Iowa,26.6630286,-81.9534815,953,84.99
Mitchell County, Iowa,36.0277763,-82.1496049,954,63
Montgomery County, Iowa,39.1547426,-77.2405153,955,42.01
Warren County, Iowa,39.4241422,-84.1857115,956,46.99
Sac County, Iowa,38.47467,-121.3541631,957,55
Mahaska County, Iowa,41.329588,-92.6983868,958,36
Plymouth County, Iowa,41.9120406,-70.7168469,959,45
Buchanan County, Iowa,39.6349791,-94.8105955,960,44.6
Clay County, Iowa,29.9943564,-81.7787021,961,82.4
Clinton County, Iowa,42.9663458,-84.5222189,962,37.99
Decatur County, Iowa,39.3176186,-85.520024,963,45
Smith County, Kansas,32.3352505,-95.3102505,964,81
Grant County, Kansas,47.1981147,-119.3732456,965,37.4
Jackson County, Kansas,38.9914998,-94.315422,966,51.01
Kingman County, Kansas,37.6071593,-98.2212979,967,57.2
Logan County, Kansas,40.3899679,-83.8473015,968,46
Cherokee County, Kansas,34.2514526,-84.4802606,969,75.2
Nemaha County, Kansas,39.7451077,-95.9832577,970,41
Pottawatomie County, Kansas,39.3976344,-96.3226072,971,43
Wyandotte County, Kansas,39.0986811,-94.7691586,972,44.6
Butler County, Kansas,39.440463,-84.5222189,973,46.99
Clay County, Kansas,29.9943564,-81.7787021,974,82.4
Lincoln County, Kansas,35.4637028,-81.2078164,975,48.2
Saline County, Kansas,34.5708215,-92.539603,976,75.99
Sumner County, Kansas,36.4718084,-86.4996546,977,64.99
Trego County, Kansas,38.9900316,-99.8124935,978,44.01
Wabaunsee County, Kansas,38.9092089,-96.1526985,979,44.6
Wilson County, Kansas,35.6925497,-77.8824596,980,54
Woodson County, Kansas,37.9197853,-95.8142885,981,53.6
Mitchell County, Kansas,36.0277763,-82.1496049,982,63
Ness County, Kansas,38.4769509,-99.9912254,983,46.99
Osborne County, Kansas,39.4051157,-98.7481167,984,42.8
Atchison County, Kansas,39.5701137,-95.3520876,985,43
Bourbon County, Kansas,38.2170752,-84.2278796,986,57.2
Finney County, Kansas,38.0625252,-100.8903099,987,55.4
Hamilton County, Kansas,39.2355447,-84.564147,988,46.99
Kiowa County, Kansas,37.5285165,-99.2785583,989,53.6
Leavenworth County, Kansas,39.1713075,-95.018246,990,44.6
Shawnee County, Kansas,39.0928449,-95.8142885,991,43
Sherman County, Kansas,45.4122013,-120.753042,992,39.99
Stanton County, Kansas,37.6390381,-101.7979613,993,59
Thomas County, Kansas,30.8417409,-83.8473015,994,78.8
Meade County, Kansas,44.4415188,-102.6855069,995,35.01
Montgomery County, Kansas,39.1547426,-77.2405153,996,42.01
Morris County, Kansas,40.8336038,-74.5463282,997,48.2
Pratt County, Kansas,37.5691719,-98.7481167,998,57.2
Rawlins County, Kansas,39.8600904,-101.0711758,999,44.01
Rooks County, Kansas,39.3638509,-99.2785583,1000,42.8
Anderson County, Kansas,34.5528328,-82.6483442,1001,52
Clark County, Kansas,36.0795613,-115.094045,1002,60.01
Ellsworth County, Kansas,38.615225,-98.2212979,1003,51.01
Geary County, Kansas,38.9984685,-96.7922355,1004,42.8
Harper County, Kansas,37.1096002,-98.0465185,1005,63
Ford County, Kansas,37.6540069,-99.8124935,1006,53.01
Russell County, Kansas,32.3552497,-85.1894045,1007,75.99
Lyon County, Kansas,38.9524739,-119.1390642,1008,46.4
Marshall County, Kansas,34.3652297,-86.3376761,1009,69.01
Pawnee County, Kansas,36.2918339,-96.7065914,1010,46.4
Allen County, Kansas,41.0932622,-85.023346,1011,41
Cheyenne County, Kansas,41.2509264,-103.0817903,1012,35.6
Comanche County, Kansas,34.6612778,-98.3964938,1013,75.2
Cowley County, Kansas,37.2660235,-96.9209135,1014,63
Elk County, Kansas,41.4284924,-78.5660852,1015,43
Gove County, Kansas,38.9271279,-100.5296115,1016,48
Franklin County, Kansas,40.0154745,-82.9931607,1017,51.01
Harvey County, Kansas,38.0025215,-97.3516558,1018,55.4
Hodgeman County, Kansas,38.1429747,-99.9912254,1019,53.01
Jewell County, Kansas,39.7720227,-98.2212979,1020,37.4
Kearny County, Kansas,38.0281402,-101.2523792,1021,57.2
Rice County, Kansas,44.2749995,-93.3388917,1022,35.6
Stafford County, Kansas,38.4334566,-77.4242972,1023,43
McPherson County, Kansas,38.3164433,-97.6982272,1024,52
Osage County, Kansas,36.6189367,-96.2375947,1025,68
Greeley County, Kansas,38.4738028,-101.7979613,1026,53.6
Coffey County, Kansas,38.2570639,-95.8142885,1027,46.99
Crawford County, Kansas,41.6661391,-80.2767327,1028,48
Ellis County, Kansas,32.2619765,-96.8350999,1029,80.01
Greenwood County, Kansas,34.1672949,-82.12784,1030,71.01
Labette County, Kansas,37.2639041,-95.3102505,1031,61
Linn County, Kansas,42.0659844,-91.6760691,1032,35.6
Sedgwick County, Kansas,37.6537367,-97.5247243,1033,55.4
Seward County, Kansas,37.221014,-100.8903099,1034,60.8
Republic County, Kansas,39.807989,-97.6982272,1035,39
Graham County, Kansas,33.076805,-109.7591675,1036,60.8
Johnson County, Kansas,38.845412,-94.8520636,1037,44.6
Douglas County, Kansas,39.2587106,-104.9388853,1038,52
Sheridan County, Kansas,44.787904,-106.925973,1039,34
Miami County, Kansas,40.081473,-84.1857115,1040,44.6
Gray County, Kansas,35.3352558,-100.8903099,1041,69.8
Wallace County, Kansas,38.9697127,-101.7979613,1042,46.99
Chase County, Kansas,38.3007661,-96.5783387,1043,53.6
Stevens County, Kansas,48.4558249,-117.9059909,1044,33.01
Washington County, Kansas,45.5469616,-123.1386021,1045,50
Wichita County, Kansas,33.9309651,-98.7481167,1046,75.99
Chautauqua County, Kansas,42.2312829,-79.560344,1047,46
Morton County, Kansas,46.6683872,-101.1621736,1048,23
Norton County, Kansas,39.7959566,-99.9912254,1049,42.8
Reno County, Kansas,37.9569553,-98.0465185,1050,55.4
Barton County, Kansas,38.3613844,-98.7651482,1051,46.99
Cloud County, Kansas,39.4795571,-97.6982272,1052,42.01
Doniphan County, Kansas,39.8245628,-95.1849219,1053,41
Edwards County, Kansas,29.9282955,-100.439656,1054,78.8
Haskell County, Kansas,33.1403423,-99.8124935,1055,70.01
Lane County, Kansas,43.9610092,-122.6618227,1056,46.4
Rush County, Kansas,39.6481768,-85.520024,1057,44.6
Scott County, Kansas,44.6834072,-93.5407909,1058,36
Marion County, Kansas,29.2787765,-82.12784,1059,48
Neosho County, Kansas,37.6045688,-95.3102505,1060,59
Brown County, Kansas,44.4561674,-87.9334803,1061,37
Ottawa County, Kansas,42.953023,-86.0937312,1062,39.2
Phillips County, Kansas,34.4611206,-90.8675134,1063,69.01
Riley County, Kansas,39.3686475,-96.8350999,1064,42.8
Barber County, Kansas,37.2299788,-98.7481167,1065,62.6
Decatur County, Kansas,39.3176186,-85.520024,1066,45
Dickinson County, Kansas,43.4049388,-95.1849219,1067,33.8
Jefferson County, Kansas,39.5800298,-105.2662931,1068,52
Harrison County, Kentucky,30.432087,-89.0179332,1069,72
Butler County, Kentucky,39.440463,-84.5222189,1070,46.99
Trimble County, Kentucky,38.6013284,-85.3136218,1071,59
Edmonson County, Kentucky,37.1941682,-86.2158497,1072,64.4
Hickman County, Kentucky,35.8012797,-87.460397,1073,64.99
Bracken County, Kentucky,38.7117016,-84.059029,1074,48.2
Lyon County, Kentucky,38.9524739,-119.1390642,1075,46.4
Nelson County, Kentucky,37.7478599,-78.8835548,1076,39.2
Wayne County, Kentucky,42.2790746,-83.336188,1077,37
Lewis County, Kentucky,46.6195461,-122.4554639,1078,46.99
Marion County, Kentucky,29.2787765,-82.12784,1079,48
Trigg County, Kentucky,36.8473642,-87.7763333,1080,66
Woodford County, Kentucky,40.7128889,-89.1705998,1081,45
Boone County, Kentucky,38.9940572,-84.7315563,1082,46.99
Leslie County, Kentucky,37.0698286,-83.3789389,1083,59
Jessamine County, Kentucky,37.895573,-84.564147,1084,57.2
Knox County, Kentucky,35.9874629,-83.9419784,1085,64.99
Lawrence County, Kentucky,40.957855,-80.365865,1086,48
Letcher County, Kentucky,37.125351,-82.8640623,1087,64
Livingston County, Kentucky,42.6207951,-83.8473015,1088,37.4
McCracken County, Kentucky,37.0330607,-88.7108964,1089,66.99
Pike County, Kentucky,33.0881873,-84.3962535,1090,48.2
Shelby County, Kentucky,35.1268552,-89.9253233,1091,63
Whitley County, Kentucky,41.1136133,-85.520024,1092,39.2
Anderson County, Kentucky,34.5528328,-82.6483442,1093,52
Breckinridge County, Kentucky,37.7982002,-86.4592091,1094,63
Floyd County, Kentucky,34.2828967,-85.2308414,1095,72
Franklin County, Kentucky,40.0154745,-82.9931607,1096,51.01
Kenton County, Kentucky,38.9863872,-84.564147,1097,46.99
McCreary County, Kentucky,36.6973499,-84.4802606,1098,59
Madison County, Kentucky,38.9041402,-89.9253233,1099,66.99
Magoffin County, Kentucky,37.730555,-83.0361376,1100,64
Metcalfe County, Kentucky,37.0032438,-85.643487,1101,64.4
Owsley County, Kentucky,37.4294933,-83.7199136,1102,59
Rowan County, Kentucky,35.6303455,-80.543845,1103,48.2
Simpson County, Kentucky,36.7772014,-86.6207943,1104,64.99
Taylor County, Kentucky,32.2455088,-99.8124935,1105,77
Clark County, Kentucky,36.0795613,-115.094045,1106,60.01
Todd County, Kentucky,46.0307728,-94.8315488,1107,37.4
Carlisle County, Kentucky,36.8206685,-88.9796776,1108,68
Carroll County, Kentucky,39.5423418,-77.0564464,1109,41
Clinton County, Kentucky,42.9663458,-84.5222189,1110,37.99
Estill County, Kentucky,37.6975384,-83.9744262,1111,59
Gallatin County, Kentucky,45.5388865,-111.1194231,1112,28
Garrard County, Kentucky,37.6413234,-84.564147,1113,57.99
Greenup County, Kentucky,38.5665695,-82.9501558,1114,57.99
Fleming County, Kentucky,38.3987633,-83.6773928,1115,51.01
Campbell County, Kentucky,37.221014,-79.1096901,1116,39.99
Carter County, Kentucky,36.2638604,-82.12784,1117,66.2
Elliott County, Kentucky,38.1575088,-83.1220074,1118,62.6
Grant County, Kentucky,47.1981147,-119.3732456,1119,37.4
Jefferson County, Kentucky,39.5800298,-105.2662931,1120,52
Larue County, Kentucky,37.5189552,-85.7256372,1121,61
Logan County, Kentucky,40.3899679,-83.8473015,1122,46
Mason County, Kentucky,47.4251146,-123.1951376,1123,46.99
Mercer County, Kentucky,40.3028533,-74.7337069,1124,51.01
Pendleton County, Kentucky,38.7283386,-84.3962535,1125,48
Robertson County, Kentucky,36.5250666,-86.8621827,1126,66
Russell County, Kentucky,32.3552497,-85.1894045,1127,75.99
Spencer County, Kentucky,38.0123167,-85.3136218,1128,59
Washington County, Kentucky,45.5469616,-123.1386021,1129,50
Bath County, Kentucky,38.111733,-79.6502105,1130,37.4
Ballard County, Kentucky,37.0359869,-89.0179332,1131,68
Barren County, Kentucky,36.9676836,-85.8486236,1132,64.4
Boyle County, Kentucky,37.6526034,-84.8150781,1133,57.99
Green County, Kentucky,42.6287336,-89.6251646,1134,36
Hancock County, Kentucky,39.8249915,-85.8486236,1135,43
Harlan County, Kentucky,36.8890304,-83.2077645,1136,64
Martin County, Kentucky,27.0804935,-80.4103957,1137,80.6
Hardin County, Kentucky,30.364764,-94.315422,1138,80.6
Lincoln County, Kentucky,35.4637028,-81.2078164,1139,48.2
McLean County, Kentucky,40.5478429,-88.864698,1140,45
Monroe County, Kentucky,43.2841246,-77.7452081,1141,37.99
Ohio County, Kentucky,37.5108523,-86.8220341,1142,63
Powell County, Kentucky,37.8380647,-83.8260884,1143,59
Union County, Kentucky,34.9338651,-80.543845,1144,51.01
Webster County, Kentucky,42.3974963,-94.1513764,1145,35.01
Caldwell County, Kentucky,35.9227448,-81.5596427,1146,48
Calloway County, Kentucky,36.6402766,-88.285042,1147,66.99
Casey County, Kentucky,37.3157449,-84.8984775,1148,57.99
Christian County, Kentucky,36.997644,-93.1779659,1149,66.2
Daviess County, Kentucky,37.7307984,-87.1023746,1150,64.4
Grayson County, Kentucky,33.7062406,-96.663812,1151,77
Henderson County, Kentucky,35.3725873,-82.4319405,1152,51.01
Henry County, Kentucky,33.4347963,-84.1435136,1153,77
Hopkins County, Kentucky,33.2282942,-95.4777811,1154,78.8
Jackson County, Kentucky,38.9914998,-94.315422,1155,51.01
Laurel County, Kentucky,37.0693489,-84.1857115,1156,57.2
Marshall County, Kentucky,34.3652297,-86.3376761,1157,69.01
Meade County, Kentucky,44.4415188,-102.6855069,1158,35.01
Montgomery County, Kentucky,39.1547426,-77.2405153,1159,42.01
Nicholas County, Kentucky,38.3307714,-80.7657804,1160,57
Oldham County, Kentucky,38.3560025,-85.4788065,1161,60.01
Owen County, Kentucky,39.3603429,-86.8220341,1162,50
Rockcastle County, Kentucky,37.3743065,-84.3121264,1163,57.99
Scott County, Kentucky,44.6834072,-93.5407909,1164,36
Warren County, Kentucky,39.4241422,-84.1857115,1165,46.99
Allen County, Kentucky,41.0932622,-85.023346,1166,41
Bourbon County, Kentucky,38.2170752,-84.2278796,1167,57.2
Boyd County, Kentucky,38.3833265,-82.6915429,1168,57.99
Bullitt County, Kentucky,37.9842107,-85.684578,1169,60.01
Crittenden County, Kentucky,35.3021443,-90.3748354,1170,64
Fayette County, Kentucky,33.4502206,-84.4802606,1171,77
Fulton County, Kentucky,33.8033965,-84.3962535,1172,77
Johnson County, Kentucky,38.845412,-94.8520636,1173,44.6
Knott County, Kentucky,37.3461117,-82.9931607,1174,64
Menifee County, Kentucky,37.9335368,-83.634843,1175,59
Morgan County, Kentucky,41.0576176,-111.6183755,1176,44.01
Muhlenberg County, Kentucky,37.1772501,-87.1422895,1177,64.99
Perry County, Kentucky,40.371376,-77.2405153,1178,44.6
Pulaski County, Kentucky,34.7538615,-92.2236667,1179,75.99
Wolfe County, Kentucky,37.7550869,-83.4643551,1180,64
Clay County, Kentucky,29.9943564,-81.7787021,1181,82.4
Adair County, Kentucky,41.2741733,-94.479976,1182,60.01
Bell County, Kentucky,31.134411,-97.5247243,1183,84.2
Breathitt County, Kentucky,37.5359616,-83.336188,1184,64
Cumberland County, Kentucky,40.1299841,-77.2405153,1185,55.99
Graves County, Kentucky,36.6887728,-88.7108964,1186,66.99
Hart County, Kentucky,34.3500039,-82.9501558,1187,55.99
Lee County, Kentucky,26.6630286,-81.9534815,1188,84.99
Hancock County, Maine,39.8249915,-85.8486236,1189,43
Oxford County, Maine,44.4906897,-70.7840564,1190,39.2
Lincoln County, Maine,35.4637028,-81.2078164,1191,48.2
Waldo County, Maine,44.5106837,-69.2077896,1192,37
Penobscot County, Maine,45.3230777,-68.5806727,1193,33.8
Piscataquis County, Maine,45.7049857,-69.3375071,1194,28.4
Androscoggin County, Maine,44.1912416,-70.1707037,1195,39.99
Aroostook County, Maine,46.819941,-68.4766064,1196,23
Washington County, Maine,45.5469616,-123.1386021,1197,50
Cumberland County, Maine,40.1299841,-77.2405153,1198,55.99
Knox County, Maine,35.9874629,-83.9419784,1199,64.99
Sagadahoc County, Maine,43.8171265,-69.7825531,1200,39.99
York County, Maine,34.9871367,-81.2518833,1201,48.99
Kennebec County, Maine,44.4499153,-69.7038278,1202,39.99
Franklin County, Maine,40.0154745,-82.9931607,1203,51.01
Somerset County, Maine,40.5292099,-74.6400432,1204,48.99
Vermilion Parish, Louisiana,29.8601413,-92.3813621,1205,75
St. Charles Parish, Louisiana,29.9273657,-90.3371889,1206,79
Lafourche Parish, Louisiana,29.6952295,-90.5257823,1207,79
Concordia Parish, Louisiana,31.4808983,-91.637215,1208,78.8
Tensas Parish, Louisiana,32.077218,-91.2891036,1209,78.8
West Feliciana Parish, Louisiana,30.8423123,-91.4048249,1210,80.6
Jefferson Davis Parish, Louisiana,30.2672346,-92.8178291,1211,77
St. James Parish, Louisiana,30.0179292,-90.7913227,1212,80.01
Grant Parish, Louisiana,31.6943716,-92.539603,1213,79
Jefferson Parish, Louisiana,29.6498691,-90.1120696,1214,79
Beauregard Parish, Louisiana,30.7611484,-93.3388917,1215,79
Bienville Parish, Louisiana,32.4107403,-93.0175712,1216,75.2
Bossier Parish, Louisiana,32.7551322,-93.6623239,1217,78.01
Cameron Parish, Louisiana,29.8434436,-93.1779659,1218,75.2
East Feliciana Parish, Louisiana,30.8458948,-91.0203224,1219,80.6
St. John the Baptist Parish, Louisiana,30.1118331,-90.4879916,1220,80.01
Plaquemines Parish, Louisiana,29.3240045,-89.4742177,1221,73.4
Ouachita Parish, Louisiana,32.4271852,-92.2236667,1222,78.8
Rapides Parish, Louisiana,31.1461104,-92.539603,1223,79
Washington Parish, Louisiana,30.803926,-90.0746767,1224,79
St. Landry Parish, Louisiana,30.6036535,-92.0665197,1225,77
Tangipahoa Parish, Louisiana,30.6194521,-90.3748354,1226,80.01
Acadia Parish, Louisiana,30.2297347,-92.3813621,1227,75.2
St. Mary Parish, Louisiana,29.502976,-91.443469,1228,75.99
West Carroll Parish, Louisiana,32.7545792,-91.4821482,1229,78.8
St. Tammany Parish, Louisiana,30.4357418,-89.9253233,1230,79
Union Parish, Louisiana,32.7859102,-92.3813621,1231,78.8
Caldwell Parish, Louisiana,32.0669717,-92.0665197,1232,79
Caddo Parish, Louisiana,32.6136798,-93.8655303,1233,78.01
East Carroll Parish, Louisiana,32.7570923,-91.2506002,1234,78.01
Ascension Parish, Louisiana,30.2017295,-90.9438468,1235,80.01
Lafayette Parish, Louisiana,30.1895142,-92.027319,1236,75.2
Evangeline Parish, Louisiana,30.7821781,-92.3813621,1237,78.8
Iberia Parish, Louisiana,29.4992629,-91.7538817,1238,75.2
Lincoln Parish, Louisiana,32.598888,-92.6983868,1239,78.8
St. Bernard Parish, Louisiana,29.879791,-89.3226954,1240,75
St. Helena Parish, Louisiana,30.8021866,-90.6773046,1241,80.6
Webster Parish, Louisiana,32.7641355,-93.3388917,1242,78.01
West Baton Rouge Parish, Louisiana,30.4751202,-91.3276422,1243,80.6
De Soto Parish, Louisiana,32.0310567,-93.6623239,1244,78.01
Iberville Parish, Louisiana,30.2899179,-91.4048249,1245,80.6
Red River Parish, Louisiana,32.0842949,-93.3792057,1246,77
Livingston Parish, Louisiana,30.4340146,-90.6773046,1247,80.6
Morehouse Parish, Louisiana,32.796224,-91.7538817,1248,78.8
Natchitoches Parish, Louisiana,31.6801229,-93.1779659,1249,79
Orleans Parish, Louisiana,29.9510658,-90.0715323,1250,79
Terrebonne Parish, Louisiana,29.2299682,-90.7532809,1251,78.01
Catahoula Parish, Louisiana,31.7053083,-91.9099238,1252,79
Calcasieu Parish, Louisiana,30.2089286,-93.3388917,1253,78.8
Claiborne Parish, Louisiana,32.7722557,-93.0175712,1254,78.01
Franklin Parish, Louisiana,32.0737103,-91.5983959,1255,78.8
Avoyelles Parish, Louisiana,30.9711824,-92.0665197,1256,78.8
Assumption Parish, Louisiana,29.9232544,-91.09694,1257,80.6
Jackson Parish, Louisiana,32.2399791,-92.539603,1258,79
East Baton Rouge Parish, Louisiana,30.5693593,-91.09694,1259,80.6
Pointe Coupee Parish, Louisiana,30.6102166,-91.5983959,1260,80.6
Richland Parish, Louisiana,32.3887281,-91.7928402,1261,78.8
St. Martin Parish, Louisiana,30.2395901,-91.7538817,1262,79
Vernon Parish, Louisiana,31.1320009,-93.1779659,1263,78.8
Winn Parish, Louisiana,31.9196124,-92.6586401,1264,79
Sabine Parish, Louisiana,31.4893252,-93.5003454,1265,78.8
Allen Parish, Louisiana,30.5887484,-92.8577105,1266,78.8
Madison Parish, Louisiana,32.4401578,-91.2891036,1267,78.01
Suffolk County, Massachusetts,40.9848784,-72.6151169,1268,46.4
Barnstable County, Massachusetts,41.6990958,-70.3209113,1269,41
Dukes County, Massachusetts,41.4039539,-70.6692655,1270,44.6
Middlesex County, Massachusetts,40.4111363,-74.3587473,1271,48.99
Berkshire County, Massachusetts,42.311782,-73.1821623,1272,46
Bristol County, Massachusetts,41.7938406,-71.1448516,1273,46.4
Hampden County, Massachusetts,42.1172314,-72.6624209,1274,46.4
