Date,RegionID,RegionName,State,Metro,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
1/31/2019,998,Duplin County,NC,,810,84700,0.002366864,-0.005868545,0.057428215,0.035334494,0.007759115,2018-10,2018-Q4,85200,-0.005868545,2018-09
1/31/2019,2124,Anderson County,TX,Palestine,811,98600,0.001015228,0.007150153,0.04893617,0.043741062,0.024371581,2019-01,2019-Q1,98600,0,2019-01
1/31/2019,1436,Tooele County,UT,Salt Lake City,812,274800,0.007331378,0.02728972,0.152201258,0.087095332,0.043623005,2019-01,2019-Q1,274800,0,2019-01
1/31/2019,1265,Newton County,MO,Joplin,813,139500,0.00143575,-0.01203966,0.083916084,0.041748176,,2018-09,2018-Q3,141300,-0.012738854,2018-09
1/31/2019,2219,Columbus County,NC,,814,95700,-0.001043841,0.007368421,0.002094241,0.025448604,-0.000104433,2008-01,2008-Q1,102800,-0.069066148,2006-12
1/31/2019,2866,Vermilion Parish,LA,Lafayette,815,73900,-0.00538358,-0.015978695,-0.009383378,0.047488743,0.011369961,2005-01,2005-Q1,77900,-0.051347882,2003-12
1/31/2019,86,Lee County,NC,Sanford,816,127300,0.008716323,0.041734861,0.083404255,0.049249728,0.014253728,2019-01,2019-Q1,127300,0,2019-01
1/31/2019,923,Carter County,TN,Johnson City,817,112300,0.002678571,0.01080108,0.04953271,0.044340848,0.019585856,2019-01,2019-Q1,112300,0,2019-01
1/31/2019,280,Pike County,PA,New York-Newark-Jersey City,818,157600,-0.000634115,0.01874596,0.103641457,0.015686635,-0.00801105,2007-12,2007-Q4,183800,-0.142546246,2004-08
1/31/2019,883,Blount County,AL,Birmingham-Hoover,819,140300,0.002859185,0.018881627,0.058867925,0.034875341,0.006728547,2019-01,2019-Q1,140300,0,2019-01
1/31/2019,2992,Otter Tail County,MN,Fergus Falls,820,181900,0.006084071,0.015633724,0.055716773,0.0560308,,2019-01,2019-Q1,181900,0,2019-01
1/31/2019,1768,Hawkins County,TN,Kingsport-Bristol-Bristol,821,119900,0.005029338,0.012668919,0.076301616,0.060940103,0.027400586,2019-01,2019-Q1,119900,0,2019-01
1/31/2019,2218,Columbia County,WI,Madison,822,188100,0.001064396,-0.005813953,0.028430837,0.057393847,0.018757401,2018-09,2018-Q3,189800,-0.008956797,2018-08
1/31/2019,1374,Seneca County,OH,Tiffin,823,97300,0.005165289,0.028541226,0.112,0.047639085,0.016760258,2019-01,2019-Q1,97300,0,2019-01
1/31/2019,2099,Windsor County,VT,Claremont-Lebanon,824,193900,0.003623188,0.007272727,0.048108108,0.017030604,0.007915167,2007-03,2007-Q1,205400,-0.055988315,2006-09
1/31/2019,393,Boone County,IN,Indianapolis-Carmel-Anderson,825,225300,0.002224199,0.008053691,0.103330069,0.049796036,0.02730176,2019-01,2019-Q1,225300,0,2019-01
1/31/2019,2687,Edgecombe County,NC,Rocky Mount,826,48500,0.004140787,0,0.085011186,-0.015349535,-0.018235513,2007-01,2007-Q1,62400,-0.22275641,2002-09
1/31/2019,1175,Marion County,WV,Fairmont,827,98900,0,0.00712831,0.033437827,0.048088384,0.031824414,2019-01,2019-Q1,98900,0,2019-01
1/31/2019,2300,Garfield County,CO,Glenwood Springs,828,403600,0.004729898,0.020738493,0.070273137,0.084283779,0.007538225,2019-01,2019-Q1,403600,0,2019-01
1/31/2019,2292,Franklin County,VA,Roanoke,829,189900,0.006892895,0.028153763,0.068053993,0.040779943,0.009305848,2019-01,2019-Q1,189900,0,2019-01
1/31/2019,2915,Cumberland County,TN,Crossville,830,145000,0.001381215,0.014695591,0.121423047,0.071628187,0.019957566,2019-01,2019-Q1,145000,0,2019-01
1/31/2019,2894,Broomfield County,CO,Denver-Aurora-Lakewood,831,436200,0.002528154,0.015599534,0.049566891,0.086949989,0.050704041,2019-01,2019-Q1,436200,0,2019-01
1/31/2019,3115,Pearl River County,MS,Picayune,832,146500,-0.000682128,0,0.109848485,0.045105063,0.012098654,2018-11,2018-Q4,146700,-0.001363327,2018-10
1/31/2019,2479,Pickaway County,OH,Columbus,833,172800,0.00993571,0.036592681,0.071295722,0.067591578,0.032171351,2019-01,2019-Q1,172800,0,2019-01
1/31/2019,589,Lamar County,MS,Hattiesburg,834,184700,0.00435019,0.012054795,0.039977477,0.031198669,0.021095886,2018-07,2018-Q3,186700,-0.010712373,2018-05
1/31/2019,1364,Saline County,KS,Salina,835,121200,0.001652893,0.010842369,0.029736619,0.040245649,,2019-01,2019-Q1,121200,0,2019-01
1/31/2019,1024,Fulton County,NY,Gloversville,836,120200,0.003338898,0.020373514,0.094717668,0.042963481,0.018365492,2019-01,2019-Q1,120200,0,2019-01
1/31/2019,1346,Putnam County,WV,Huntington-Ashland,837,156400,0.006435006,0.02155454,0.04966443,0.016234848,0.015502033,2019-01,2019-Q1,156400,0,2019-01
1/31/2019,3257,Kenai Peninsula Borough,AK,,838,243400,-0.006935945,-0.011774259,-0.01297648,0.015664885,0.012908908,2017-10,2017-Q4,247600,-0.016962843,2017-05
1/31/2019,2193,Cherokee County,SC,Gaffney,839,71200,0.009929078,0.05952381,0.119496855,0.049200269,0.016082871,2019-01,2019-Q1,71200,0,2019-01
1/31/2019,3087,Carson City,NV,Carson City,840,320800,0.012306721,0.055957867,0.185513673,0.128471223,0.039245284,2019-01,2019-Q1,320800,0,2019-01
1/31/2019,3020,San Benito County,CA,San Jose-Sunnyvale-Santa Clara,841,536600,0.001867065,0.022095238,0.065528197,0.061475275,0.053613685,2005-11,2005-Q4,614800,-0.127195836,2005-01
1/31/2019,1044,Gordon County,GA,Calhoun,842,135200,0.002967359,0.033639144,0.113673806,0.064956596,0.019186093,2019-01,2019-Q1,135200,0,2019-01
1/31/2019,1468,Walton County,FL,Crestview-Fort Walton Beach-Destin,843,366000,0.000820345,0.004666484,0.1107739,0.070536264,0.027772014,2005-10,2005-Q4,488600,-0.250920999,2004-10
1/31/2019,2060,Venango County,PA,Oil City,844,75600,0.001324503,0.014765101,0.072340426,0.022017707,0.015065531,2019-01,2019-Q1,75600,0,2019-01
1/31/2019,3075,Washington County,VA,Kingsport-Bristol-Bristol,845,144100,0.005582694,0.025622776,0.057226706,0.034197154,0.017205665,2019-01,2019-Q1,144100,0,2019-01
1/31/2019,2171,Campbell County,VA,Lynchburg,846,150700,0.003328895,0.017555706,0.040745856,0.030945709,0.009502921,2019-01,2019-Q1,150700,0,2019-01
1/31/2019,1743,Halifax County,NC,Roanoke Rapids,847,78400,0.001277139,0.007712082,0.08137931,0.039159845,0.003378257,2007-05,2007-Q2,81800,-0.041564792,2006-10
1/31/2019,3019,Saint Mary Parish,LA,Morgan City,848,90300,0.003333333,0.021493213,0.062352941,0.043739319,,2019-01,2019-Q1,90300,0,2019-01
1/31/2019,1524,Autauga County,AL,Montgomery,849,158200,-0.000631712,0.00700191,0.094052559,0.028743699,0.009519166,2007-10,2007-Q4,171800,-0.079161816,2007-03
1/31/2019,1636,Colbert County,AL,Florence-Muscle Shoals,850,96500,0.005208333,0,0.011530398,0.029362085,0.00424241,2006-11,2006-Q4,99900,-0.034034034,2006-07
1/31/2019,2417,Maverick County,TX,Eagle Pass,851,134800,0.00297619,0.012772352,0.065612648,0.067151765,0.041109742,2019-01,2019-Q1,134800,0,2019-01
1/31/2019,696,Roane County,TN,Knoxville,852,140700,0.005,0.030014641,0.098360656,0.068126566,0.024455697,2019-01,2019-Q1,140700,0,2019-01
1/31/2019,392,Boone County,IL,Rockford,853,151400,0.000660939,-0.001319261,-0.000660066,0.032380818,-0.005509614,2007-04,2007-Q2,187800,-0.193823216,2003-06
1/31/2019,561,Henry County,VA,Martinsville,854,76000,0,-0.00131406,0.051175657,0.02799528,0.001058771,2006-08,2006-Q3,95600,-0.205020921,
1/31/2019,1615,Chisago County,MN,Minneapolis-St. Paul-Bloomington,855,238800,0.0144435,0.029310345,0.107093185,0.079235127,0.033658356,2019-01,2019-Q1,238800,0,2019-01
1/31/2019,453,Coles County,IL,Charleston-Mattoon,856,83600,0.006016847,0.030826141,0.059569075,0.035261803,0.012135848,2019-01,2019-Q1,83600,0,2019-01
1/31/2019,164,Gila County,AZ,Payson,857,209900,0.007681229,0.026405868,0.065482234,0.088441623,0.017366865,2007-07,2007-Q3,228400,-0.080998249,2007-02
1/31/2019,2757,Jefferson County,WV,Washington-Arlington-Alexandria,858,216600,-0.001383126,-0.000922509,0.018335684,0.020188623,0.008612177,2005-11,2005-Q4,258200,-0.161115414,2005-01
1/31/2019,259,Ogle County,IL,Rochelle,859,123400,0.007346939,0.025768911,-0.031397174,0.040463691,-0.005273275,2007-05,2007-Q2,134100,-0.079791201,2005-09
1/31/2019,312,Rusk County,TX,Longview,860,129600,0.003095975,0.0125,0.048543689,0.057057721,0.035311297,2019-01,2019-Q1,129600,0,2019-01
1/31/2019,1519,Ashland County,OH,Ashland,861,133200,0.006042296,0.030959752,0.072463768,0.052769756,0.018583054,2019-01,2019-Q1,133200,0,2019-01
1/31/2019,467,Darke County,OH,Greenville,862,130100,0.007745933,0.067268253,0.056864338,-0.004698601,,2015-06,2015-Q2,144300,-0.098406098,2014-06
1/31/2019,2005,Russell County,AL,Columbus,863,91200,0,0.005512679,0.07674144,0.017798186,-0.017851359,2007-11,2007-Q4,117500,-0.223829787,2006-04
1/31/2019,208,Knox County,IL,Galesburg,864,68000,-0.001468429,-0.002932551,0.017964072,0.01668617,0.00798699,2018-11,2018-Q4,68200,-0.002932551,2018-06
1/31/2019,798,Wayne County,PA,,865,160600,0.007528231,0.060766182,0.074247492,0.027102635,0.001506809,2008-05,2008-Q2,170400,-0.057511737,2007-07
1/31/2019,947,Coffee County,TN,Tullahoma-Manchester,866,138000,0.004366812,0.022979985,0.132075472,0.077761275,0.03461021,2019-01,2019-Q1,138000,0,2019-01
1/31/2019,3222,Saint Charles Parish,LA,New Orleans-Metairie,867,196700,0.004596527,0.016537468,0.067281606,0.030821649,0.011757963,2019-01,2019-Q1,196700,0,2019-01
1/31/2019,1824,Johnson County,MO,Warrensburg,868,173400,0.009313155,0.051546392,0.086466165,0.021898826,0.018894037,2019-01,2019-Q1,173400,0,2019-01
1/31/2019,2862,Van Zandt County,TX,,869,135400,0.012715034,0.053696498,0.114403292,0.062062778,0.032224529,2019-01,2019-Q1,135400,0,2019-01
1/31/2019,1872,Lincoln County,MO,St. Louis,870,173300,0.00755814,0.026050918,0.115904701,0.060655783,0.020551476,2019-01,2019-Q1,173300,0,2019-01
1/31/2019,527,Grady County,OK,Oklahoma City,871,123400,0.001623377,0.01563786,0.180861244,0.077152317,0.03206551,2019-01,2019-Q1,123400,0,2019-01
1/31/2019,2074,Waupaca County,WI,,872,140200,0.006460876,0.033161385,0.074329502,0.044265221,0.016700781,2019-01,2019-Q1,140200,0,2019-01
1/31/2019,1457,Vernon Parish,LA,Fort Polk South,873,97100,-0.002055498,0.007261411,0.072928177,0.048571603,0.02413163,2018-12,2018-Q4,97300,-0.002055498,2018-11
1/31/2019,773,Union County,OH,Columbus,874,206500,0.003889159,0.023797719,0.081718177,0.056745025,0.030171355,2019-01,2019-Q1,206500,0,2019-01
1/31/2019,110,Cass County,MI,South Bend-Mishawaka,875,121600,0.011647255,0.074204947,0.135387488,0.061091972,0.018432882,2019-01,2019-Q1,121600,0,2019-01
1/31/2019,1986,Pulaski County,MO,Fort Leonard Wood,876,165500,0.009146341,0.061577935,0.188936782,0.029225082,0.01479093,2019-01,2019-Q1,165500,0,2019-01
1/31/2019,1190,McMinn County,TN,Athens,877,122000,0.004942339,0.017514595,0.119266055,0.067518553,0.032157106,2019-01,2019-Q1,122000,0,2019-01
1/31/2019,2689,Effingham County,GA,Savannah,878,190600,0.007932311,0.053038674,0.118544601,0.061385845,0.016140327,2019-01,2019-Q1,190600,0,2019-01
1/31/2019,2551,Somerset County,ME,,879,113900,0.016057092,0.061509786,0.096246391,0.091856422,0.035058793,2019-01,2019-Q1,113900,0,2019-01
1/31/2019,1313,Pender County,NC,Wilmington,880,237600,0.001686341,0.017994859,0.109761794,0.042997195,0.013735636,2019-01,2019-Q1,237600,0,2019-01
1/31/2019,491,Eagle County,CO,Edwards,881,729100,0.00927464,0.013906272,0.110755637,0.071089388,0.013262169,2019-01,2019-Q1,729100,0,2019-01
1/31/2019,249,Lyon County,NV,Fernley,882,257500,0.008222396,0.025079618,0.101839966,0.121249659,,2019-01,2019-Q1,257500,0,2019-01
1/31/2019,741,Taney County,MO,Branson,883,142800,0.00990099,0.022922636,0.133333333,0.043528897,0.020476401,2019-01,2019-Q1,142800,0,2019-01
1/31/2019,2287,Franklin County,NY,Malone,884,93900,-0.003184713,0.004278075,0.043333333,0.031530108,0.016531233,2018-12,2018-Q4,94200,-0.003184713,2018-11
1/31/2019,1498,Winona County,MN,Winona,885,163700,0.001835985,0.008004926,0.032156368,0.035497837,0.028247678,2019-01,2019-Q1,163700,0,2019-01
1/31/2019,2880,Worcester County,MD,Salisbury,886,252400,0.00517722,0.020622725,0.060504202,0.030305367,-0.007011843,2006-05,2006-Q2,344100,-0.266492299,2003-12
1/31/2019,2753,Jefferson County,TN,Morristown,887,138900,0.005065123,0.005792904,0.062739097,0.059376423,0.022307873,2019-01,2019-Q1,138900,0,2019-01
1/31/2019,2369,La Plata County,CO,Durango,888,414700,0.011216776,0.021931986,0.045637922,0.059991766,0.020269767,2019-01,2019-Q1,414700,0,2019-01
1/31/2019,543,Grant County,WI,Platteville,889,133800,0.003750938,0.02293578,0.048589342,0.047288463,0.026606652,2003-05,2003-Q2,135700,-0.014001474,2003-03
1/31/2019,184,Hood County,TX,Dallas-Fort Worth-Arlington,890,230200,0.010979359,0.04446461,0.125672372,0.057575093,0.030114573,2019-01,2019-Q1,230200,0,2019-01
1/31/2019,748,Tioga County,NY,Binghamton,891,129400,0.008573655,0.022924901,0.105038429,0.036050677,0.027036935,2019-01,2019-Q1,129400,0,2019-01
1/31/2019,2073,Watauga County,NC,Boone,892,255200,0.006706114,0.047189167,0.129703409,0.040850718,0.007894959,2007-09,2007-Q3,273200,-0.065885798,2007-03
1/31/2019,3068,Washington County,OK,Bartlesville,893,94000,0.003201708,0.01511879,0.042128603,0.035905949,0.009996408,2019-01,2019-Q1,94000,0,2019-01
1/31/2019,2907,Crittenden County,AR,Memphis,894,88600,0.003397508,0.017221584,0.084455324,0.018854194,0.002285813,2006-01,2006-Q1,91000,-0.026373626,2005-10
1/31/2019,2194,Cherokee County,TX,Jacksonville,895,92400,0.006535948,0.020994475,0.075669383,0.048261951,0.024833628,2019-01,2019-Q1,92400,0,2019-01
1/31/2019,908,Camden County,GA,St. Marys,896,169900,0.010707912,0.05659204,0.085623003,0.0761762,0.01000542,2019-01,2019-Q1,169900,0,2019-01
1/31/2019,2186,Chenango County,NY,,897,96300,0.007322176,0.017970402,0.039956803,0.020051175,0.013517891,2019-01,2019-Q1,96300,0,2019-01
1/31/2019,1853,LeFlore County,OK,Fort Smith,898,78800,0,0.003821656,0.120910384,0.048448654,0.026440436,2019-01,2019-Q1,78800,0,2019-01
1/31/2019,2979,Montgomery County,NY,Amsterdam,899,109700,0.010128913,0.031015038,0.093718843,0.032032579,0.009908493,2019-01,2019-Q1,109700,0,2019-01
1/31/2019,1068,Grundy County,IL,Chicago-Naperville-Elgin,900,184200,-0.003246753,0.001086957,0.023902168,0.045866767,0.00858987,2005-12,2005-Q4,196700,-0.063548551,2004-12
1/31/2019,2244,Dearborn County,IN,Cincinnati,901,184300,0.008757526,0.030760626,0.124466138,0.063450324,0.020806455,2019-01,2019-Q1,184300,0,2019-01
1/31/2019,2637,Box Elder County,UT,Ogden-Clearfield,902,237400,0.011935209,0.070816419,0.155793574,0.079559971,0.04470544,2019-01,2019-Q1,237400,0,2019-01
1/31/2019,945,Coffee County,AL,Enterprise,903,114200,-0.000874891,0.007054674,0.042922374,0.014822632,-0.002334029,2012-04,2012-Q2,123400,-0.074554295,2012-02
1/31/2019,1559,Bristol County,RI,Providence-Warwick,904,347300,-0.003443329,-0.001150417,0.051150121,0.037292646,0.01604273,2006-02,2006-Q1,358900,-0.032320981,2005-05
1/31/2019,1536,Bedford County,PA,,905,128600,0.0046875,0.013396375,0.082491582,0.034004466,0.023846208,2019-01,2019-Q1,128600,0,2019-01
1/31/2019,1794,Jackson County,FL,,906,95400,0.005268704,0.012738854,0.085324232,0.076141508,0.010075316,2007-04,2007-Q2,100400,-0.049800797,2006-04
1/31/2019,1038,Gibson County,TN,,907,75200,-0.020833333,-0.050505051,0.044444444,0.0233604,0.009081189,2018-10,2018-Q4,79200,-0.050505051,2018-04
1/31/2019,1668,Dickson County,TN,Nashville-Davidson--Murfreesboro--Franklin,908,166500,0.007869249,0.02398524,0.108521971,0.085058925,0.043466556,2019-01,2019-Q1,166500,0,2019-01
1/31/2019,205,Kerr County,TX,Kerrville,909,211500,0.009064885,0.041358936,0.148832156,0.056080197,0.030772763,2019-01,2019-Q1,211500,0,2019-01
1/31/2019,103,Boyd County,KY,Huntington-Ashland,910,89900,-0.004429679,-0.007726269,0.052693208,0.020565146,-0.004131467,2009-06,2009-Q2,93900,-0.042598509,2007-07
1/31/2019,556,Henry County,IN,New Castle,911,87600,0.004587156,0.015063731,0.152631579,0.030176007,0.008488204,2019-01,2019-Q1,87600,0,2019-01
1/31/2019,1387,Shelby County,OH,Sidney,912,141200,0.00212917,0.020231214,0.063253012,0.05197357,0.025377304,2019-01,2019-Q1,141200,0,2019-01
1/31/2019,2215,Columbia County,OR,Portland-Vancouver-Hillsboro,913,294900,0.004770017,0.008549932,0.063085797,0.090986258,0.034240739,2019-01,2019-Q1,294900,0,2019-01
1/31/2019,2224,Cortland County,NY,Cortland,914,122000,0.000820345,0.007431874,0.049011178,0.036052557,0.022460471,2019-01,2019-Q1,122000,0,2019-01
1/31/2019,2279,Franklin County,KY,Frankfort,915,135400,-0.000738007,0.021886792,0.044753086,0.038861653,0.010392933,2018-12,2018-Q4,135500,-0.000738007,2018-12
1/31/2019,1060,Greene County,NY,,916,181300,0.001104362,0.006104329,0.054682955,0.032108535,0.004060549,2007-07,2007-Q3,188400,-0.037685775,2006-02
1/31/2019,1624,Clinton County,IA,Clinton,917,116600,0.008650519,0.043867502,0.06,0.032434321,0.019418118,2019-01,2019-Q1,116600,0,2019-01
1/31/2019,1580,Calumet County,WI,Appleton,918,179100,0.002238388,0.006179775,0.051673517,0.052455701,0.020713901,2019-01,2019-Q1,179100,0,2019-01
1/31/2019,2119,Allegany County,NY,,919,70900,0,0.008534851,0.061377246,0.035332853,0.019236251,2019-01,2019-Q1,70900,0,2019-01
1/31/2019,3273,Harrisonburg City,VA,Harrisonburg,920,191300,0.001046572,0.01056524,0.048219178,0.032030622,0.002759672,2008-04,2008-Q2,199400,-0.040621866,2006-08
1/31/2019,2758,Jessamine County,KY,Lexington-Fayette,921,155600,0.00257732,0.0176586,0.070887818,0.042608469,0.018137946,2019-01,2019-Q1,155600,0,2019-01
1/31/2019,1151,Loudon County,TN,Knoxville,922,199000,0.00657562,0.006066734,0.09884042,0.056757225,0.024119656,2019-01,2019-Q1,199000,0,2019-01
1/31/2019,1944,Newaygo County,MI,,923,99400,0.004040404,0.025799794,0.162573099,0.072342882,0.026532007,2019-01,2019-Q1,99400,0,2019-01
1/31/2019,1851,Laurens County,GA,Dublin,924,110600,0.017479301,0.09396637,0.156903766,0.066124482,0.023704724,2019-01,2019-Q1,110600,0,2019-01
1/31/2019,2248,Delaware County,NY,,925,143100,0.006329114,0.022142857,0.068707991,0.045238127,0.013452808,2019-01,2019-Q1,143100,0,2019-01
1/31/2019,1598,Carroll County,NH,,926,260500,0.008126935,0.033320111,0.128194023,0.057148818,0.023007842,2019-01,2019-Q1,260500,0,2019-01
1/31/2019,3118,Queen Annes County,MD,Baltimore-Columbia-Towson,927,333900,0.007847872,0.016747868,0.05597723,0.02205184,0.004323896,2007-03,2007-Q1,381900,-0.125687353,2005-08
1/31/2019,2396,Macoupin County,IL,St. Louis,928,66300,-0.001506024,-0.00748503,-0.040520984,0.026756543,0.005438216,2006-07,2006-Q3,74600,-0.111260054,2006-01
1/31/2019,2293,Franklin County,VT,Burlington-South Burlington,929,211700,0.001893043,0.008095238,0.051142006,0.026112308,0.016919986,2019-01,2019-Q1,211700,0,2019-01
1/31/2019,1942,Navarro County,TX,Corsicana,930,97900,0,-0.009109312,0.058378378,0.06308866,0.027967508,2018-10,2018-Q4,98800,-0.009109312,2018-09
1/31/2019,2818,Oktibbeha County,MS,Starkville,931,187000,0.001606856,0.019629226,0.057094404,0.039190424,0.01920891,2019-01,2019-Q1,187000,0,2019-01
1/31/2019,922,Carter County,OK,Ardmore,932,87200,0.003452244,0.011600928,0.053140097,0.04225515,0.019196966,2019-01,2019-Q1,87200,0,2019-01
1/31/2019,654,Noble County,IN,Kendallville,933,129900,0.003088803,0.021226415,0.238322212,0.103185143,0.039947616,2019-01,2019-Q1,129900,0,2019-01
1/31/2019,662,Osage County,OK,Tulsa,934,112900,0.005342832,0.030109489,0.099318403,0.044992441,0.022814592,2019-01,2019-Q1,112900,0,2019-01
1/31/2019,3024,Santa Cruz County,AZ,Nogales,935,145600,0.011111111,0.080920564,0.174193548,0.065543298,0.009777887,2006-11,2006-Q4,167700,-0.131782946,2006-06
1/31/2019,1401,Stokes County,NC,Winston-Salem,936,152500,0.005273566,0.033197832,0.097912167,0.054608012,0.022816974,2019-01,2019-Q1,152500,0,2019-01
1/31/2019,2772,Lafayette County,MS,Oxford,937,203200,0.000492368,0.004448838,-0.004409603,0.046878955,0.015809777,2018-03,2018-Q1,207100,-0.018831482,2017-12
1/31/2019,710,Scott County,KY,Lexington-Fayette,938,185000,0.006528836,0.016483516,0.067512983,0.045075257,0.020650467,2019-01,2019-Q1,185000,0,2019-01
1/31/2019,3058,Washington Parish,LA,Bogalusa,939,73200,0.006877579,0.011049724,-0.008130081,0.025311226,0.01304797,2006-01,2006-Q1,91700,-0.20174482,2003-01
1/31/2019,2408,Marshall County,IN,Plymouth,940,138700,0.002892263,0.013888889,0.114056225,0.046698201,0.027933001,1996-01,1996-Q1,141800,-0.021861777,
1/31/2019,1677,Douglas County,NV,Gardnerville Ranchos,941,423600,0.004267425,0.027158099,0.117383276,0.095719613,0.03138202,2006-05,2006-Q2,426400,-0.006566604,2006-01
1/31/2019,2192,Cherokee County,OK,Tahlequah,942,99100,0.005070994,0.022703818,0.103563474,0.051486873,0.021896887,2019-01,2019-Q1,99100,0,2019-01
1/31/2019,181,Hoke County,NC,Fayetteville,943,171300,0.011813349,0.063975155,0.06199628,0.026911981,0.016248655,2019-01,2019-Q1,171300,0,2019-01
1/31/2019,1779,Hopkins County,KY,Madisonville,944,91300,0.005506608,0.039863326,0.071596244,0.036547594,0.018243346,2019-01,2019-Q1,91300,0,2019-01
1/31/2019,1869,Lincoln Parish,LA,Ruston,945,169400,0.007733492,0.014979029,0.056109726,0.036941483,0.03135767,2019-01,2019-Q1,169400,0,2019-01
1/31/2019,2240,Culpeper County,VA,Washington-Arlington-Alexandria,946,255600,0.009478673,0.005507474,0.073047859,0.038997549,0.023056558,2006-05,2006-Q2,301700,-0.152800795,2005-04
1/31/2019,2725,Hillsdale County,MI,Hillsdale,947,129400,0.009360374,0.048622366,0.151245552,0.071538453,0.026108837,2019-01,2019-Q1,129400,0,2019-01
1/31/2019,76,Kay County,OK,Ponca City,948,66000,0.001517451,0.010719755,0.052631579,0.042888866,0.017478158,2019-01,2019-Q1,66000,0,2019-01
1/31/2019,1717,Gadsden County,FL,Tallahassee,949,92700,-0.003225806,0.001079914,0.042744657,0.0605236,-0.001603883,2007-01,2007-Q1,115000,-0.193913043,2005-04
1/31/2019,1471,Warren County,IA,Des Moines-West Des Moines,950,190000,0.006889242,0.017130621,0.049144119,0.048692972,0.027185307,2019-01,2019-Q1,190000,0,2019-01
1/31/2019,1727,Goodhue County,MN,Red Wing,951,197600,0.004575496,0.02970297,0.050505051,0.05568594,0.021907711,2019-01,2019-Q1,197600,0,2019-01
1/31/2019,193,Iron County,UT,Cedar City,952,236000,0.011573082,0.070780399,0.169474727,0.050696616,0.014677858,2019-01,2019-Q1,236000,0,2019-01
1/31/2019,2381,Lawrence County,IN,Bedford,953,95100,0.004223865,0.022580645,0.202275601,0.068131894,0.023077336,2019-01,2019-Q1,95100,0,2019-01
1/31/2019,2172,Campbell County,WY,Gillette,954,263000,0.006891271,0.032587358,0.011149558,0.017203212,0.009995957,2017-08,2017-Q3,263700,-0.002654532,2017-07
1/31/2019,1562,Buffalo County,NE,Kearney,955,205200,0.005389515,0.035317861,0.072100313,0.058674094,0.04654194,2019-01,2019-Q1,205200,0,2019-01
1/31/2019,1880,Lincoln County,OR,Newport,956,284600,0.009577864,0.023005032,0.104813665,0.083825142,0.015886043,2019-01,2019-Q1,284600,0,2019-01
1/31/2019,682,Perry County,PA,Harrisburg-Carlisle,957,161200,0.000620732,-0.004323657,0.041343669,0.028015318,0.011910732,2018-10,2018-Q4,161900,-0.004323657,2018-09
1/31/2019,2134,Auglaize County,OH,Wapakoneta,958,127900,0.005503145,0.025661588,0.066722269,0.059500112,0.030183747,2019-01,2019-Q1,127900,0,2019-01
1/31/2019,3285,Saint John the Baptist Parish,LA,New Orleans-Metairie,959,134400,-0.001485884,-0.012490816,0.019726859,0.011391058,0.012074078,2017-06,2017-Q2,139300,-0.035175879,2015-12
1/31/2019,2938,Huntingdon County,PA,Huntingdon,960,121600,0.000823045,0.014178482,0.04467354,0.026873138,0.011463892,2019-01,2019-Q1,121600,0,2019-01
1/31/2019,851,Barron County,WI,,961,145000,0.003460208,0.018973999,0.061493411,0.050020877,0.019786303,2019-01,2019-Q1,145000,0,2019-01
1/31/2019,611,Logan County,OH,Bellefontaine,962,129000,0.010971787,0.04622871,0.12565445,0.051617381,0.028391574,2019-01,2019-Q1,129000,0,2019-01
1/31/2019,2827,Pittsburg County,OK,McAlester,963,84200,-0.002369668,-0.00118624,0.079487179,0.047073564,0.016484136,2018-11,2018-Q4,84600,-0.004728132,2018-10
1/31/2019,1526,Baldwin County,GA,Milledgeville,964,142700,0.011339476,0.07535795,0.105344694,0.053623033,0.010379539,2019-01,2019-Q1,142700,0,2019-01
1/31/2019,1545,Bingham County,ID,Blackfoot,965,200300,0.013151239,0.065425532,0.104798676,0.090807699,0.042031872,2019-01,2019-Q1,200300,0,2019-01
1/31/2019,2643,Calaveras County,CA,,966,304200,0.004291845,0.030487805,0.05625,0.075094526,0.012523986,2006-06,2006-Q2,388700,-0.217391304,2004-10
1/31/2019,2210,Colquitt County,GA,Moultrie,967,93500,0.004296455,0.025219298,0.079676674,0.051611774,0.015335583,2019-01,2019-Q1,93500,0,2019-01
1/31/2019,781,Vance County,NC,Henderson,968,89500,-0.001116071,0.009019166,0.057919622,0.025012851,-0.009736918,2006-12,2006-Q4,107200,-0.16511194,2003-06
1/31/2019,294,Polk County,TX,,969,146600,0.006868132,0.020891365,0.091586001,0.069639563,0.043899187,2019-01,2019-Q1,146600,0,2019-01
1/31/2019,889,Branch County,MI,Coldwater,970,104200,0.009689922,0.035785288,0.103813559,0.06017516,0.020574891,2019-01,2019-Q1,104200,0,2019-01
1/31/2019,2752,Jefferson County,PA,,971,85600,0.00234192,0.010625738,0.051597052,0.010859,0.017877374,2016-04,2016-Q2,86700,-0.012687428,2015-12
1/31/2019,1317,Phelps County,MO,Rolla,972,139400,0.002156722,0.017518248,0.073133179,0.049086333,,2019-01,2019-Q1,139400,0,2019-01
1/31/2019,1113,Itasca County,MN,Grand Rapids,973,153200,0.006570302,0.042886317,0.069832402,0.05666132,0.031820315,2019-01,2019-Q1,153200,0,2019-01
