County,State,Population,Poverty Rate
Gladwin County, Michigan,25324,20.00473859
Kalamazoo County, Michigan,259830,16.15710272
Mecosta County, Michigan,43181,20.87723767
Marquette County, Michigan,67145,15.28334202
Newaygo County, Michigan,47899,17.54733919
Osceola County, Michigan,23221,20.45131562
Otsego County, Michigan,24247,14.63686229
Calhoun County, Michigan,134327,16.84694812
Cheboygan County, Michigan,25475,16.55348381
Luce County, Michigan,6406,16.25039026
Kent County, Michigan,636376,13.16658705
Macomb County, Michigan,864019,11.70066862
Saginaw County, Michigan,193803,17.08074694
Shiawassee County, Michigan,68617,12.90787997
Baraga County, Michigan,8580,11.15384615
Bay County, Michigan,105350,16.09871856
Charlevoix County, Michigan,26160,11.42966361
Eaton County, Michigan,108586,10.73342788
Delta County, Michigan,36395,14.16678115
Gogebic County, Michigan,15577,18.39892149
Emmet County, Michigan,32978,10.4736491
Chippewa County, Michigan,38023,15.21710544
Monroe County, Michigan,149619,11.06477119
Allegan County, Michigan,114145,10.66100136
Oakland County, Michigan,1241860,8.943922825
Hillsdale County, Michigan,45909,16.35844823
Alger County, Michigan,9254,11.56256754
Muskegon County, Michigan,172707,17.79140394
Oceana County, Michigan,26317,17.2892047
Leelanau County, Michigan,21564,7.651641625
Lapeer County, Michigan,88205,9.553880166
Clare County, Michigan,30597,23.23103572
Sanilac County, Michigan,41535,14.84290358
Keweenaw County, Michigan,2136,14.37265918
Isabella County, Michigan,70572,24.78745111
Ontonagon County, Michigan,6072,15.31620553
Ottawa County, Michigan,280243,9.208436964
Tuscola County, Michigan,53569,15.50710299
Alcona County, Michigan,10413,14.65475847
Alpena County, Michigan,28730,14.63974939
Ionia County, Michigan,64147,12.32325752
Kalkaska County, Michigan,17358,18.28551676
Midland County, Michigan,83489,11.13919199
Wilkin County, Minnesota,6398,9.596748984
Red Lake County, Minnesota,4017,9.385113269
Aitkin County, Minnesota,15841,11.96262862
Clay County, Minnesota,62040,11.66344294
Faribault County, Minnesota,13966,11.14134326
Murray County, Minnesota,8394,8.077197999
Fillmore County, Minnesota,20825,11.08763505
Kandiyohi County, Minnesota,42577,11.11398173
Lake County, Minnesota,10578,9.075439592
Polk County, Minnesota,31564,11.92180966
Rock County, Minnesota,9433,10.7176932
Roseau County, Minnesota,15537,9.081547274
Sibley County, Minnesota,14888,8.456475013
Traverse County, Minnesota,3357,10.57491808
Watonwan County, Minnesota,10936,12.07937089
Becker County, Minnesota,33552,12.49105866
Hennepin County, Minnesota,1224763,11.30651399
Big Stone County, Minnesota,5039,11.39114904
Brown County, Minnesota,25243,7.701144872
Chippewa County, Minnesota,12040,10.85548173
Cass County, Minnesota,28810,15.0607428
Clearwater County, Minnesota,8824,17.5543971
Goodhue County, Minnesota,46138,10.55529065
Hubbard County, Minnesota,20743,10.68312202
Isanti County, Minnesota,38584,7.023636741
Jackson County, Minnesota,10104,7.571258907
Martin County, Minnesota,20084,11.12328221
Mower County, Minnesota,39386,12.82181486
Nobles County, Minnesota,21854,15.46170038
Pine County, Minnesota,29057,12.80242282
Olmsted County, Minnesota,151685,8.919800903
Cottonwood County, Minnesota,11437,15.24875404
Scott County, Minnesota,141463,5.564705966
Dodge County, Minnesota,20485,5.66268001
Wabasha County, Minnesota,21490,6.016751978
Pipestone County, Minnesota,9229,11.58305342
Crow Wing County, Minnesota,63505,9.515786159
Norman County, Minnesota,6589,11.68614357
Wright County, Minnesota,131130,4.995805689
Nicollet County, Minnesota,33477,10.49675897
Douglas County, Minnesota,36891,8.302838091
Grant County, Minnesota,5923,10.51831842
Kittson County, Minnesota,4384,10.78923358
Le Sueur County, Minnesota,27810,8.748651564
Mahnomen County, Minnesota,5500,22.18181818
Chisago County, Minnesota,54297,5.287584949
Redwood County, Minnesota,15430,11.52300713
Yellow Medicine County, Minnesota,9930,12.23564955
Todd County, Minnesota,24423,12.79941039
Beltrami County, Minnesota,45847,17.89211944
Blue Earth County, Minnesota,65767,17.21380023
Houston County, Minnesota,18709,8.717729435
Lac qui Parle County, Minnesota,6840,9.18128655
Lake of the Woods County, Minnesota,3841,7.28976829
Otter Tail County, Minnesota,57790,9.257657034
Waseca County, Minnesota,18898,8.540586305
St. Louis County, Minnesota,200294,14.76529502
Anoka County, Minnesota,344861,6.503489812
Stearns County, Minnesota,155300,12.44108178
Dakota County, Minnesota,414655,6.821092233
Lincoln County, Minnesota,5724,11.00628931
Lyon County, Minnesota,25789,13.08309744
Marshall County, Minnesota,9397,7.70458657
Mille Lacs County, Minnesota,25635,11.19173006
Renville County, Minnesota,14798,10.73793756
Washington County, Minnesota,250979,4.881284888
Carlton County, Minnesota,35408,11.64426118
Cook County, Minnesota,5270,12.88425047
Kanabec County, Minnesota,15948,11.41208929
Koochiching County, Minnesota,12776,16.71884784
Meeker County, Minnesota,23105,8.158407271
Morrison County, Minnesota,32880,11.28649635
Pennington County, Minnesota,14197,10.14298796
Rice County, Minnesota,65251,10.03816033
Steele County, Minnesota,36612,9.786408828
Sherburne County, Minnesota,92024,6.244023298
Wadena County, Minnesota,13626,14.50902686
Benton County, Minnesota,39360,13.83384146
Carver County, Minnesota,98799,3.981821678
Freeborn County, Minnesota,30619,11.54838499
Itasca County, Minnesota,45237,12.27534982
McLeod County, Minnesota,35816,8.275631003
Pope County, Minnesota,10932,7.747896085
Ramsey County, Minnesota,537893,14.57724863
Stevens County, Minnesota,9759,14.89906753
Swift County, Minnesota,9448,11.97078747
Winona County, Minnesota,50992,13.43151867
Hancock County, Mississippi,46277,17.11649415
LaSalle Parish, Louisiana,14930,22.44474213
Sharkey County, Mississippi,4631,28.3955949
Tippah County, Mississippi,21993,22.42986405
Choctaw County, Mississippi,8360,23.89952153
Forrest County, Mississippi,75835,25.0517571
Itawamba County, Mississippi,23439,17.52207859
Lafayette County, Mississippi,52744,22.89549522
Issaquena County, Mississippi,1296,32.5617284
Jackson County, Mississippi,141314,15.1039529
Lowndes County, Mississippi,59558,20.55643239
Leflore County, Mississippi,30113,38.53485206
Tunica County, Mississippi,10276,26.7224601
Wilkinson County, Mississippi,9084,34.20299428
Claiborne County, Mississippi,9106,42.79595871
Harrison County, Mississippi,200491,19.87819902
Jefferson Davis County, Mississippi,11639,31.76389724
Simpson County, Mississippi,27215,26.55153408
Lauderdale County, Mississippi,78221,20.58526483
Lincoln County, Mississippi,34542,23.18047594
Scott County, Mississippi,28399,27.44814958
Winston County, Mississippi,18482,24.71593983
Yazoo County, Mississippi,27496,30.9790515
Attala County, Mississippi,18731,22.2145107
Benton County, Mississippi,8306,20.02167108
Franklin County, Mississippi,7772,17.61451364
Coahoma County, Mississippi,24296,35.34326638
Jasper County, Mississippi,16547,22.75941258
Jones County, Mississippi,68328,21.11140382
Walthall County, Mississippi,14670,25.64417178
Monroe County, Mississippi,35967,18.98684906
Pontotoc County, Mississippi,31075,16.83668544
Sunflower County, Mississippi,26915,27.71688649
Webster County, Mississippi,9868,25.10133766
Alcorn County, Mississippi,37242,19.29541915
Adams County, Mississippi,31583,31.50429028
Clay County, Mississippi,19990,26.19309655
DeSoto County, Mississippi,173267,9.683321117
Covington County, Mississippi,19172,22.75714584
Humphreys County, Mississippi,8678,39.97464854
Calhoun County, Mississippi,14617,26.2434152
Holmes County, Mississippi,18267,44.70903816
Amite County, Mississippi,12574,22.63400668
Madison County, Mississippi,102212,11.78237389
Marion County, Mississippi,25466,25.11584073
Tishomingo County, Mississippi,19476,18.33025262
Wayne County, Mississippi,20458,23.89774171
Greene County, Mississippi,13801,11.39047895
Marshall County, Mississippi,35981,16.76440344
Quitman County, Mississippi,7537,36.64588032
Bolivar County, Mississippi,33121,35.57259745
Lamar County, Mississippi,60517,16.15413851
Lee County, Mississippi,84840,17.05091938
Pike County, Mississippi,39763,31.3155446
Tallahatchie County, Mississippi,14552,20.66382628
Smith County, Mississippi,16114,18.08365397
Stone County, Mississippi,17981,16.65647072
Warren County, Mississippi,47510,23.47295306
Clarke County, Mississippi,16089,18.40387843
Kemper County, Mississippi,10082,28.81372744
Montgomery County, Mississippi,10309,25.25948201
Oktibbeha County, Mississippi,49392,26.62779397
Neshoba County, Mississippi,29437,21.74474301
Pearl River County, Mississippi,55049,17.35908009
Leake County, Mississippi,22936,24.26752703
Noxubee County, Mississippi,10942,34.04313654
Rankin County, Mississippi,149645,8.204751245
Tate County, Mississippi,28333,17.99668231
Washington County, Mississippi,48002,33.3048623
Lawrence County, Mississippi,12659,19.73299629
Panola County, Mississippi,34229,20.38914371
Perry County, Mississippi,12047,19.73105337
Yalobusha County, Mississippi,12426,22.17930146
Chickasaw County, Mississippi,17305,22.52528171
Carroll County, Mississippi,10221,13.73642501
Copiah County, Mississippi,28748,23.59120634
George County, Mississippi,23545,14.37672542
Grenada County, Mississippi,21379,23.71486038
Hinds County, Mississippi,243249,23.10389765
Jefferson County, Mississippi,7463,44.23154228
Newton County, Mississippi,21437,22.25591267
Union County, Mississippi,28202,17.92426069
Prentiss County, Mississippi,25389,21.46205049
Howell County, Missouri,40139,22.48685817
Carter County, Missouri,6255,14.38848921
Dade County, Missouri,7581,22.30576441
Linn County, Missouri,12248,16.32103201
Johnson County, Missouri,53941,14.74388684
Laclede County, Missouri,35488,17.46505861
Maries County, Missouri,8959,18.67395915
Phelps County, Missouri,44873,19.03594589
Platte County, Missouri,96899,7.157968606
St. Francois County, Missouri,66248,13.79513344
St. Louis city, Missouri,314867,24.28707994
Andrew County, Missouri,17358,8.831662634
Butler County, Missouri,42826,21.07364685
Carroll County, Missouri,8909,18.127736
Daviess County, Missouri,8300,12.84337349
Holt County, Missouri,4499,11.71371416
Knox County, Missouri,3976,19.79376258
Ripley County, Missouri,13807,23.08249439
Marion County, Missouri,28703,17.46507334
Montgomery County, Missouri,11618,15.52762954
Osage County, Missouri,13610,6.70095518
Stoddard County, Missouri,29634,16.413579
Warren County, Missouri,33554,12.68403171
Washington County, Missouri,24968,19.02034604
Audrain County, Missouri,25763,15.34370997
Christian County, Missouri,83028,10.34349858
DeKalb County, Missouri,12564,9.033747214
Greene County, Missouri,286759,17.70301891
Harrison County, Missouri,8615,17.72489843
Lafayette County, Missouri,32655,12.49732047
St. Clair County, Missouri,9396,21.46658152
Adair County, Missouri,25437,23.3636042
Schuyler County, Missouri,4450,18.04494382
Scotland County, Missouri,4883,16.21953717
Sullivan County, Missouri,6382,15.4967095
Camden County, Missouri,44855,17.28458366
Clark County, Missouri,6807,15.02864698
Jasper County, Missouri,118522,16.9445335
Jefferson County, Missouri,222639,10.81436765
Lewis County, Missouri,10078,14.07025203
McDonald County, Missouri,22753,18.76236101
New Madrid County, Missouri,18030,23.51636162
Perry County, Missouri,19135,7.99581918
Polk County, Missouri,31347,13.74613201
Ralls County, Missouri,10208,13.14655172
Ray County, Missouri,22859,15.42937136
Stone County, Missouri,31529,12.68356117
Reynolds County, Missouri,6361,16.77409212
St. Louis County, Missouri,999539,9.601826442
Scott County, Missouri,38858,19.67677184
Barry County, Missouri,35398,20.17345613
Barton County, Missouri,11942,20.59956456
Boone County, Missouri,174589,17.74395867
Cedar County, Missouri,13862,22.21180205
Cole County, Missouri,76749,11.76171677
Crawford County, Missouri,24387,19.69491942
Gasconade County, Missouri,14769,11.68664094
Iron County, Missouri,10286,20.25082637
Livingston County, Missouri,15025,16.43261231
Macon County, Missouri,15319,16.73085711
Moniteau County, Missouri,15904,10.8777666
Oregon County, Missouri,10779,24.69616848
Pemiscot County, Missouri,17344,28.01545203
Pettis County, Missouri,42309,16.84038857
Ste. Genevieve County, Missouri,17882,16.40756068
Shannon County, Missouri,8273,30.01329626
Randolph County, Missouri,24987,15.03982071
Douglas County, Missouri,13391,20.29721455
Dunklin County, Missouri,30905,25.96667206
Franklin County, Missouri,102413,10.4869499
Henry County, Missouri,21834,20.71997802
Howard County, Missouri,10144,15.2898265
Jackson County, Missouri,688554,15.68882034
Lawrence County, Missouri,38131,16.7501508
Miller County, Missouri,24947,16.27851044
Pulaski County, Missouri,53132,10.47767824
Putnam County, Missouri,4846,16.67354519
Taney County, Missouri,54308,16.56477867
Texas County, Missouri,25714,23.73026367
Buchanan County, Missouri,89425,16.43611965
Caldwell County, Missouri,9046,12.82334734
Callaway County, Missouri,44793,11.18924832
Cass County, Missouri,101888,9.316111809
Clinton County, Missouri,20495,10.68553306
Cooper County, Missouri,17620,10.14188422
Dallas County, Missouri,16441,15.52825254
Gentry County, Missouri,6688,17.64354067
Hickory County, Missouri,9352,22.91488452
Lincoln County, Missouri,54800,12.99635036
Mississippi County, Missouri,13916,27.61569416
Monroe County, Missouri,8676,12.7823882
Newton County, Missouri,58237,12.68781016
Ozark County, Missouri,9328,27.32632933
Pike County, Missouri,18517,13.19868229
St. Charles County, Missouri,385115,5.546914558
Mercer County, Missouri,3669,17.27991278
Madison County, Missouri,12226,18.32978897
Wright County, Missouri,18304,24.5465472
Clay County, Missouri,236068,8.76569463
Vernon County, Missouri,20665,14.60440358
Dent County, Missouri,15566,20.41629192
Saline County, Missouri,23010,16.33637549
Nodaway County, Missouri,22744,19.51283855
Worth County, Missouri,2053,14.56405261
Chariton County, Missouri,7586,13.68310045
Grundy County, Missouri,10111,19.8595589
Morgan County, Missouri,20097,24.93406976
Wayne County, Missouri,13369,22.92617249
Bollinger County, Missouri,12347,19.74568721
Cape Girardeau County, Missouri,78013,16.9856306
Shelby County, Missouri,6084,14.77646285
Webster County, Missouri,37558,17.82310027
Atchison County, Missouri,5335,11.88378632
Bates County, Missouri,16405,13.99573301
Benton County, Missouri,18918,18.26831589
Custer County, Montana,11895,9.449348466
Hill County, Montana,16468,20.60359485
Chouteau County, Montana,5812,20.01032347
Treasure County, Montana,790,16.96202532
Phillips County, Montana,4139,17.68543126
Powder River County, Montana,1610,8.01242236
Lincoln County, Montana,19249,16.20863421
Park County, Montana,16001,13.34291607
Roosevelt County, Montana,11218,28.311642
Blaine County, Montana,6646,32.22991273
Liberty County, Montana,2245,13.76391982
Sweet Grass County, Montana,3646,10.31267142
Richland County, Montana,11405,5.865848312
Teton County, Montana,6040,9.652317881
Prairie County, Montana,1325,9.811320755
Toole County, Montana,5031,14.33114689
Glacier County, Montana,13677,32.44132485
Fallon County, Montana,2925,5.606837607
Daniels County, Montana,1788,4.530201342
Stillwater County, Montana,9342,6.422607579
Golden Valley County, Montana,747,18.20615797
Judith Basin County, Montana,1965,13.89312977
Silver Bow County, Montana,34514,18.66488961
Deer Lodge County, Montana,9131,17.5774833
Jefferson County, Montana,11625,9.797849462
Granite County, Montana,3206,9.731752963
McCone County, Montana,1728,7.349537037
Wheatland County, Montana,2108,19.4971537
Madison County, Montana,7902,10.52898001
Rosebud County, Montana,9292,18.88721481
Sheridan County, Montana,3568,11.9955157
Carter County, Montana,1320,11.51515152
Dawson County, Montana,9324,11.66881167
Big Horn County, Montana,13290,26.36568849
Broadwater County, Montana,5755,7.784535187
Lake County, Montana,29518,20.6958466
Lewis and Clark County, Montana,66290,11.17664806
Pondera County, Montana,6081,18.68113797
Yellowstone County, Montana,156332,9.871299542
Missoula County, Montana,114231,15.4905411
Ravalli County, Montana,41387,15.85522024
Valley County, Montana,7561,7.221267028
Cascade County, Montana,81816,12.72367263
Fergus County, Montana,11327,14.47867926
Garfield County, Montana,1086,5.064456722
Mineral County, Montana,4194,19.88555079
Petroleum County, Montana,453,9.933774834
Powell County, Montana,6852,11.10624635
Sanders County, Montana,11414,20.83406343
Wibaux County, Montana,1121,10.34790366
Gallatin County, Montana,100733,12.53313214
Meagher County, Montana,2000,15.65
Carbon County, Montana,10466,9.85094592
Beaverhead County, Montana,9360,15.30982906
Flathead County, Montana,96147,13.40239425
Musselshell County, Montana,4766,17.03734788
Garden County, Nebraska,1913,11.39571354
Hooker County, Nebraska,684,16.66666667
Morrill County, Nebraska,4903,9.055680196
Nemaha County, Nebraska,7041,10.66609857
Seward County, Nebraska,17045,8.424757994
Thomas County, Nebraska,643,12.44167963
Dakota County, Nebraska,20529,16.60090604
Webster County, Nebraska,3597,10.98137337
Antelope County, Nebraska,6406,11.37995629
Chase County, Nebraska,3803,7.809623981
Butler County, Nebraska,8105,7.63726095
Clay County, Nebraska,6264,10.88761175
Arthur County, Nebraska,421,10.9263658
Custer County, Nebraska,10836,11.72942045
Franklin County, Nebraska,3019,12.95130838
Gage County, Nebraska,21632,8.89885355
Hamilton County, Nebraska,9149,7.028090502
Loup County, Nebraska,537,8.938547486
Jefferson County, Nebraska,7276,10.37658054
Kearney County, Nebraska,6547,9.240873683
Keith County, Nebraska,8129,12.92901956
Madison County, Nebraska,35062,15.51537277
Perkins County, Nebraska,2904,4.717630854
Phelps County, Nebraska,9163,6.831823639
Saunders County, Nebraska,20953,8.877010452
Scotts Bluff County, Nebraska,36509,12.86805993
Wayne County, Nebraska,9409,11.71219046
Keya Paha County, Nebraska,720,7.638888889
Kimball County, Nebraska,3688,11.17136659
Knox County, Nebraska,8496,11.98210923
Lincoln County, Nebraska,35569,12.29441367
Merrick County, Nebraska,7829,9.694724741
Pierce County, Nebraska,7175,6.675958188
Sioux County, Nebraska,1256,12.42038217
Burt County, Nebraska,6546,12.08371525
Cass County, Nebraska,25513,6.208599537
Cuming County, Nebraska,9039,7.799535347
Dixon County, Nebraska,5765,10.14744146
Dundy County, Nebraska,2017,10.31234507
Grant County, Nebraska,682,20.23460411
Greeley County, Nebraska,2436,9.688013136
Hall County, Nebraska,61233,13.28205379
Hayes County, Nebraska,957,8.986415883
Otoe County, Nebraska,15875,9.795275591
Red Willow County, Nebraska,10870,11.22355106
Cedar County, Nebraska,8561,9.461511506
Dawes County, Nebraska,8972,12.5835934
Johnson County, Nebraska,5200,7.788461538
Cheyenne County, Nebraska,10012,10.7670795
Dawson County, Nebraska,23925,13.43364681
Garfield County, Nebraska,1958,6.996935649
McPherson County, Nebraska,432,15.97222222
Nance County, Nebraska,3569,11.34771645
Pawnee County, Nebraska,2704,20.19230769
Stanton County, Nebraska,6020,9.435215947
Valley County, Nebraska,4252,11.33584196
Wheeler County, Nebraska,846,2.600472813
Harlan County, Nebraska,3469,12.71259729
York County, Nebraska,13832,9.058704453
Blaine County, Nebraska,502,9.760956175
Buffalo County, Nebraska,48834,13.65646885
Colfax County, Nebraska,10616,7.997362472
Deuel County, Nebraska,1901,10.88900579
Hitchcock County, Nebraska,2860,13.91608392
Logan County, Nebraska,919,9.57562568
Platte County, Nebraska,32875,8.447148289
Polk County, Nebraska,5244,7.418001526
Thayer County, Nebraska,5133,10.61757257
Box Butte County, Nebraska,11200,10.66964286
Brown County, Nebraska,3058,15.69653368
Adams County, Nebraska,31564,11.71587885
Sheridan County, Nebraska,5241,15.5695478
Lancaster County, Nebraska,306357,13.34619415
Boone County, Nebraska,5357,7.112189658
Nuckolls County, Nebraska,4318,10.4446503
Rock County, Nebraska,1381,9.268645909
Banner County, Nebraska,728,8.928571429
Frontier County, Nebraska,2624,10.28963415
Sherman County, Nebraska,3048,10.43307087
Douglas County, Nebraska,549706,13.20014699
Richardson County, Nebraska,8045,16.02237415
Howard County, Nebraska,6385,10.1174628
Holt County, Nebraska,10293,8.73409113
Furnas County, Nebraska,4814,13.21146656
Gosper County, Nebraska,2019,5.596830114
Saline County, Nebraska,14325,10.77835951
Sarpy County, Nebraska,175188,5.225814554
Thurston County, Nebraska,7055,30.10630758
Washington County, Nebraska,20414,9.596355442
Boyd County, Nebraska,2049,9.614446071
Cherry County, Nebraska,5792,8.891574586
Dodge County, Nebraska,36576,12.78707349
Fillmore County, Nebraska,5603,9.477065858
Cheshire County, New Hampshire,76109,9.587565203
Merrimack County, New Hampshire,147958,7.36627962
Grafton County, New Hampshire,89280,10.07280466
Rockingham County, New Hampshire,302479,4.761322274
Belknap County, New Hampshire,60383,8.977692397
Sullivan County, New Hampshire,43073,9.177442946
Hillsborough County, New Hampshire,406371,8.38544089
Strafford County, New Hampshire,126552,8.79243315
Coos County, New Hampshire,32119,12.41944021
Carroll County, New Hampshire,47524,9.075414527
Churchill County, Nevada,24022,13.50845059
Douglas County, Nevada,47632,9.756046355
Lander County, Nevada,5887,13.06268048
Pershing County, Nevada,6661,10.64404744
Esmeralda County, Nevada,1102,6.805807623
Eureka County, Nevada,1728,10.01157407
Humboldt County, Nevada,17088,8.982911985
Mineral County, Nevada,4471,19.99552673
White Pine County, Nevada,9858,11.07729763
Elko County, Nevada,52377,11.3236726
Lincoln County, Nevada,5203,10.91677878
Nye County, Nevada,43296,17.063932
Storey County, Nevada,3891,7.710100231
Washoe County, Nevada,445551,13.16168071
Clark County, Nevada,2112436,14.41222361
Carson City, Nevada,54219,14.19797488
Lyon County, Nevada,52303,13.66652008
Monmouth County, New Jersey,627551,7.498195366
Mercer County, New Jersey,373362,10.83398953
Sussex County, New Jersey,143570,5.274778854
Cumberland County, New Jersey,154952,17.2834168
Somerset County, New Jersey,333316,4.723745635
Essex County, New Jersey,800401,16.31469726
Ocean County, New Jersey,589699,10.71411008
Atlantic County, New Jersey,272926,14.9307871
Gloucester County, New Jersey,291372,7.83019645
Middlesex County, New Jersey,837288,8.276363688
Salem County, New Jersey,63776,13.89237331
Passaic County, New Jersey,510563,16.77344422
Cape May County, New Jersey,94549,10.36076532
Camden County, New Jersey,510996,12.88816351
Bergen County, New Jersey,937920,7.134723644
Union County, New Jersey,557320,10.19629656
Warren County, New Jersey,107088,8.032646048
Hudson County, New Jersey,679756,16.95520157
Hunterdon County, New Jersey,125717,4.297748117
Burlington County, New Jersey,449192,6.248107713
Morris County, New Jersey,498847,4.570539664
San Juan County, New Mexico,128221,20.4709057
Quay County, New Mexico,8447,21.36853321
Lincoln County, New Mexico,19497,15.32030569
Chaves County, New Mexico,65454,20.60683839
Lea County, New Mexico,69505,15.529818
Santa Fe County, New Mexico,147514,14.11188091
Union County, New Mexico,4216,12.04933586
Sierra County, New Mexico,11254,20.63266394
Socorro County, New Mexico,17098,25.79833899
Roosevelt County, New Mexico,19313,25.75467302
Los Alamos County, New Mexico,18031,5.102323776
Rio Arriba County, New Mexico,39455,26.20200228
San Miguel County, New Mexico,28203,29.31248449
Otero County, New Mexico,65130,20.24105635
Valencia County, New Mexico,75845,21.44637089
Torrance County, New Mexico,15534,25.94953006
Bernalillo County, New Mexico,674855,17.73669899
Cibola County, New Mexico,27049,26.62205627
De Baca County, New Mexico,2016,22.42063492
Guadalupe County, New Mexico,4426,11.11613195
Catron County, New Mexico,3547,21.45475049
Hidalgo County, New Mexico,4446,25.48358075
Luna County, New Mexico,24319,31.29651713
McKinley County, New Mexico,72849,37.18101827
Sandoval County, New Mexico,138815,14.59352375
Taos County, New Mexico,32809,21.14968454
Grant County, New Mexico,28382,21.4960186
Curry County, New Mexico,50283,22.00346041
Colfax County, New Mexico,12522,22.52036416
Eddy County, New Mexico,56793,14.375011
Harding County, New Mexico,546,19.78021978
Mora County, New Mexico,4605,20.26058632
Schoharie County, New York,31611,13.24222581
Bronx County, New York,1455846,29.00011402
Onondaga County, New York,467669,14.33855996
Fulton County, New York,53955,15.68158651
Clinton County, New York,81224,14.18053777
Seneca County, New York,34843,10.76830353
Rensselaer County, New York,159800,12.09136421
Putnam County, New York,99464,4.744430146
Franklin County, New York,51054,17.22294042
Herkimer County, New York,62943,14.6179877
Ontario County, New York,109491,9.44643852
Queens County, New York,2339280,13.55724838
Steuben County, New York,97539,14.27326505
Hamilton County, New York,4646,9.599655618
Washington County, New York,62183,12.15123104
Chautauqua County, New York,130846,17.655106
Kings County, New York,2635121,21.65862592
New York County, New York,1653877,16.77772894
Tioga County, New York,49322,11.05591825
Cayuga County, New York,78319,10.97945582
Orleans County, New York,41584,14.8350327
Saratoga County, New York,226632,6.477902503
Rockland County, New York,325027,14.01822002
Columbia County, New York,61481,11.07008669
Lewis County, New York,26845,14.02495809
Niagara County, New York,212675,13.19854238
Westchester County, New York,975321,9.210198488
Delaware County, New York,45950,15.64091404
Essex County, New York,38233,8.291266707
Montgomery County, New York,49500,19.16363636
Nassau County, New York,1363069,5.770580946
Richmond County, New York,475948,12.76084782
St. Lawrence County, New York,110817,17.27352302
Schuyler County, New York,18112,14.94037102
Tompkins County, New York,104415,17.63252406
Warren County, New York,64701,9.780374337
Chenango County, New York,48763,14.29977647
Cortland County, New York,48334,13.59912277
Dutchess County, New York,295685,8.574327409
Jefferson County, New York,116567,13.88815016
Monroe County, New York,748680,14.35606668
Oneida County, New York,232324,15.70522202
Suffolk County, New York,1497595,7.046097243
Ulster County, New York,180129,12.59208678
Wyoming County, New York,40886,10.43633518
Chemung County, New York,86883,14.88668669
Livingston County, New York,64373,13.19963339
Oswego County, New York,119833,17.50602922
Otsego County, New York,60750,14.75884774
Greene County, New York,47791,11.61306522
Wayne County, New York,91442,11.52752564
Albany County, New York,308580,11.77166375
Allegany County, New York,47400,14.75105485
Broome County, New York,196124,16.21168241
Cattaraugus County, New York,78175,16.34409978
Erie County, New York,923995,14.46414753
Madison County, New York,71760,10.30797101
Schenectady County, New York,155239,12.03563538
Sullivan County, New York,75783,15.28443055
Genesee County, New York,58537,12.57666092
Yates County, New York,25083,12.4387035
Orange County, New York,378174,11.92784274
Scotland County, North Carolina,35445,27.69078855
Watauga County, North Carolina,53421,25.37578855
Halifax County, North Carolina,52300,26.01720841
Alamance County, North Carolina,157844,17.10296242
Tyrrell County, North Carolina,4090,22.76283619
Greene County, North Carolina,21059,23.03528183
Haywood County, North Carolina,59854,16.40157717
Mitchell County, North Carolina,15155,14.93236556
Chowan County, North Carolina,14370,22.34516354
Alleghany County, North Carolina,10935,20.72245085
Caldwell County, North Carolina,81805,16.15304688
Catawba County, North Carolina,156182,13.96831901
Cleveland County, North Carolina,97038,19.55625631
Craven County, North Carolina,103374,14.61005669
Edgecombe County, North Carolina,54032,24.15235416
Granville County, North Carolina,58503,13.64374477
Harnett County, North Carolina,128753,17.5025048
Hoke County, North Carolina,52571,21.26077115
Henderson County, North Carolina,112156,11.7104747
Hyde County, North Carolina,5507,17.88632649
Iredell County, North Carolina,169798,12.54843991
Mecklenburg County, North Carolina,1034290,13.18769397
Northampton County, North Carolina,20426,24.25829825
Pitt County, North Carolina,176484,23.41232066
Rowan County, North Carolina,138940,16.28976537
Vance County, North Carolina,44420,22.570914
Cherokee County, North Carolina,27463,16.60779958
Currituck County, North Carolina,25247,9.042658534
Union County, North Carolina,222095,9.287016817
Wilkes County, North Carolina,68525,20.48887267
Forsyth County, North Carolina,368362,18.20030296
Nash County, North Carolina,94125,15.57078353
Alexander County, North Carolina,37159,14.22266476
Bladen County, North Carolina,34130,24.2338119
Dare County, North Carolina,35412,8.799277081
Carteret County, North Carolina,68699,12.31167848
Warren County, North Carolina,20190,21.20356612
Wilson County, North Carolina,81379,20.22389068
Bertie County, North Carolina,19913,20.5996083
Gates County, North Carolina,11601,12.32652358
Graham County, North Carolina,8607,18.65923086
Martin County, North Carolina,23227,19.07263099
Madison County, North Carolina,21347,16.96725535
Pamlico County, North Carolina,12803,14.26228228
Perquimans County, North Carolina,13506,18.71020287
Polk County, North Carolina,20434,10.75168836
Randolph County, North Carolina,142827,16.46747464
Rockingham County, North Carolina,91566,18.18688159
Stokes County, North Carolina,46124,13.68268147
Washington County, North Carolina,12331,23.71259427
Camden County, North Carolina,10336,8.997678019
Clay County, North Carolina,10753,17.45559379
Cumberland County, North Carolina,332766,17.3040515
Gaston County, North Carolina,214049,16.29253115
Guilford County, North Carolina,517197,16.23771986
Jackson County, North Carolina,41725,19.66446974
Moore County, North Carolina,94191,13.14350628
Pasquotank County, North Carolina,39546,17.01815607
Robeson County, North Carolina,134187,28.45432121
Stanly County, North Carolina,60875,15.22628337
Swain County, North Carolina,14208,20.48845721
Wake County, North Carolina,1023811,9.89010667
Yancey County, North Carolina,17605,19.42061914
Anson County, North Carolina,25531,21.08417218
Chatham County, North Carolina,68364,13.14727049
